wave,lnLP,FSTS,FSTSsq,TCI_full,DAI_core,DAI_epay,lnEmp,firmage,foreigndummy,sample_base,sample_full
2022,12.852128218556269,0.0,0.0,-0.6168149947933788,1.0,,2.302585092994046,12.0,0.0,True,True
2022,15.67141028354914,0.0,0.0,0.8116200598376241,1.0,,5.5134287461649825,23.0,0.0,True,True
2022,13.565766324852886,0.0,0.0,-0.6168149947933788,0.0,,2.8903717578961645,52.0,0.0,True,True
2022,15.982118874505101,0.35,0.12249999999999998,2.240055114468627,1.0,,4.820281565605037,21.0,0.0,True,True
2022,15.544519536205314,0.0,0.0,-0.6168149947933788,1.0,,2.70805020110221,15.0,0.0,True,True
2022,13.995907186348644,0.0,0.0,0.8116200598376241,1.0,,4.867534450455582,42.0,0.0,True,True
2022,11.002099841204238,0.0,0.0,-0.6168149947933788,0.0,,5.0106352940962555,58.0,0.0,True,True
2022,14.55995103291177,0.0,0.0,-0.6168149947933788,1.0,,4.553876891600541,20.0,0.0,True,True
2022,15.89066943785211,0.0,0.0,-0.6168149947933788,1.0,,4.762173934797756,22.0,0.0,True,True
2022,13.793037702112215,0.0,0.0,-0.6168149947933788,1.0,,2.1972245773362196,72.0,0.0,True,True
2022,,0.5,0.25,2.240055114468627,1.0,,,27.0,0.0,False,False
2022,14.670124447965918,0.2,0.04000000000000001,-0.6168149947933788,1.0,,2.8903717578961645,19.0,0.0,True,True
2022,13.255894770028851,0.0,0.0,-0.6168149947933788,0.0,,1.9459101490553132,11.0,0.0,True,True
2022,14.646148673110302,0.0,0.0,0.8116200598376241,1.0,,5.438079308923196,26.0,0.0,True,True
2022,13.854731271117556,0.0,0.0,-0.6168149947933788,1.0,,5.521460917862246,21.0,0.0,True,True
2022,14.057775150725263,0.0,0.0,-0.6168149947933788,1.0,,5.556828061699537,21.0,0.0,True,True
2022,15.08402188342778,0.0,0.0,-0.6168149947933788,0.0,,3.8066624897703196,11.0,0.0,True,True
2022,14.047622779261244,0.0,0.0,-0.6168149947933788,0.0,,4.709530201312334,42.0,0.0,True,True
2022,12.323855681186558,0.0,0.0,-0.6168149947933788,0.0,,2.995732273553991,4.0,0.0,True,True
2022,12.676076274775909,0.0,0.0,-0.6168149947933788,0.0,,3.2188758248682006,34.0,0.0,True,True
2022,13.122363377404328,0.0,0.0,-0.6168149947933788,1.0,,3.6888794541139363,11.0,0.0,True,True
2022,13.871080409119084,0.0,0.0,1.2877650780479581,1.0,,3.5553480614894135,19.0,0.0,True,True
2022,14.822884366198112,0.0,0.0,-0.6168149947933788,0.0,,2.6390573296152584,14.0,0.0,True,True
2022,16.08417191586066,0.0,0.0,-0.6168149947933788,1.0,,5.749392985908253,16.0,0.0,True,True
2022,15.57932449626188,0.0,0.0,-0.6168149947933788,1.0,,5.521460917862246,18.0,0.0,True,True
2022,13.572564379353885,0.0,0.0,0.8116200598376241,1.0,,3.9318256327243257,36.0,0.0,True,True
2022,15.424948470398375,0.0,0.0,-0.6168149947933788,0.0,,3.6888794541139363,20.0,0.0,True,True
2022,13.665462561720615,0.0,0.0,-0.6168149947933788,1.0,,3.8066624897703196,38.0,0.0,True,True
2022,13.939563206634253,0.2,0.04000000000000001,0.8116200598376241,1.0,,3.970291913552122,14.0,0.0,True,True
2022,16.018020289534547,0.0,0.0,-0.6168149947933788,0.0,,3.6635616461296463,24.0,0.0,True,True
2022,12.754638597279012,1.0,1.0,0.8116200598376241,1.0,,2.5649493574615367,37.0,0.0,True,True
2022,13.99821963656118,0.0,0.0,-0.6168149947933788,0.0,,5.3706380281276624,12.0,0.0,True,True
2022,13.579121779900044,0.0,0.0,1.2877650780479581,1.0,,2.9444389791664403,22.0,0.0,True,True
2022,15.01948336229021,0.0,0.0,-0.6168149947933788,0.0,,3.1780538303479458,23.0,0.0,True,True
2022,16.319129916684428,0.0,0.0,1.2877650780479581,1.0,,5.19295685089021,14.0,0.0,True,True
2022,15.165260621134292,0.0,0.0,3.66849016909963,1.0,,5.272999558563747,37.0,0.0,True,True
2022,14.508657738524219,0.0,0.0,0.8116200598376241,1.0,,3.6888794541139363,27.0,0.0,True,True
2022,16.048544587997203,0.0,0.0,0.8116200598376241,1.0,,3.4657359027997265,12.0,0.0,True,True
2022,13.997832114758229,0.0,0.0,-0.6168149947933788,1.0,,3.2188758248682006,18.0,0.0,True,True
2022,14.954487593773845,0.0,0.0,0.8116200598376241,0.0,,5.634789603169249,72.0,0.0,True,True
2022,15.60727002719233,0.0,0.0,5.096925223730633,1.0,,1.6094379124341003,8.0,0.0,True,True
2022,12.84792653170257,0.0,0.0,-0.6168149947933788,1.0,,3.2188758248682006,17.0,0.0,True,True
2022,14.855282346609451,0.0,0.0,-0.6168149947933788,0.0,,5.857933154483459,47.0,0.0,True,True
2022,15.242946862415339,0.0,0.0,0.8116200598376241,1.0,,1.791759469228055,7.0,0.0,True,True
2022,14.657077743642493,0.0,0.0,-0.6168149947933788,0.0,,3.2188758248682006,11.0,0.0,True,True
2022,16.111476389305363,0.0,0.0,0.8116200598376241,1.0,,5.953243334287785,35.0,1.0,True,True
2022,14.914122846632385,1.0,1.0,-0.6168149947933788,0.0,,1.6094379124341003,22.0,0.0,True,True
2022,16.12050797705387,0.2,0.04000000000000001,0.8116200598376241,1.0,,4.653960350157523,17.0,0.0,True,True
2022,12.206072645530174,,,1.2877650780479581,1.0,,1.791759469228055,13.0,0.0,False,False
2022,16.25293164014323,0.0,0.0,0.8116200598376241,1.0,,3.871201010907891,17.0,0.0,True,True
2022,15.703151798895611,0.0,0.0,-0.6168149947933788,0.0,,4.663439094112067,25.0,0.0,True,True
2022,13.343371316588117,0.0,0.0,-0.6168149947933788,0.0,,2.4849066497880004,19.0,0.0,True,True
2022,16.178720272774754,0.0,0.0,-0.6168149947933788,0.0,,4.382026634673881,16.0,0.0,True,True
2022,14.160351044256004,0.0,0.0,-0.6168149947933788,0.0,,2.833213344056216,5.0,0.0,True,True
2022,14.700138609329588,0.0,0.0,-0.6168149947933788,1.0,,2.4849066497880004,26.0,0.0,True,True
2022,14.614018254182046,0.0,0.0,-0.6168149947933788,1.0,,3.8066624897703196,18.0,0.0,True,True
2022,13.901737324902342,0.0,0.0,-0.6168149947933788,1.0,,3.7612001156935624,29.0,0.0,True,True
