wave,tp_pct,se_pct,ci_low_pct,ci_high_pct
2014,61.814119889400786,3.483240346161149,54.98696881092493,68.64127096787665
2022,40.71898624739426,1.403650174219771,37.96783190592351,43.470140588865014
2025,-111.94925332674643,183.75183903395205,-472.10285783329243,248.2043511797996
