study_id,wos_id,authors,year,title,journal,doi,screen_l1,screen_l1_reason
S1777,001061900200001,"Arvanitis, Spyros; Seliger, Florian; Woerter, Martin",2023,In search of markets and technology: the role of cross-border knowledge for domestic productivity,INDUSTRIAL AND CORPORATE CHANGE,,Y,ip_perf_match
S1786,001089757800001,"Pacheco, Luis",2023,"Firm certification and export performance: the case of the ""SME Leader"" label",ACADEMIA-REVISTA LATINOAMERICANA DE ADMINISTRACION,,Y,ip_perf_match
S1792,000930633300001,"Zhang, Miao; Mia, Md Aslam",2023,Drivers of export competitiveness: new evidences from the manufacturing industry in Malaysia,JOURNAL OF THE ASIA PACIFIC ECONOMY,,Y,ip_perf_match
S1793,001097841000001,"Batsakis, Georgios; Theoharakis, Vasilis; Li, Chengguang; Konara, Palitha",2023,Internationalization and digitalization: Their differing role on grocer and non-grocer retailer performance,JOURNAL OF RETAILING,,Y,ip_perf_match
S1798,001100237300001,"Liao, Hsing-Kuo; Liao, Chin-Wen; Chen, Cheng-Chi; Chen, Tzu-Wen",2023,Examining the Impact of Internationalization and Competitive Advantages on Enterprise Performance in Taiwan's Computer Numerical Control Machine Industry,SUSTAINABILITY,,Y,ip_perf_match
S1801,001099868600007,"Fernandez-Lopez, Sara; Nogueira-Moreiras, Manuel angel; Rodeiro-Pazos, David; Rodriguez-Gulias, Maria Jesus",2023,Exports and firm growth: the moderating effect of innovation,EUROPEAN JOURNAL OF INTERNATIONAL MANAGEMENT,,Y,ip_perf_match
S1802,001098112900008,"Tran, Anh Que; Vo, Dut Van",2023,THE MODERATING EFFECTS OF STATE OWNERSHIP AND DUALITY ON THE RELATIONSHIP BETWEEN INTERNATIONALISATION AND FIRM PERFORMANCE: A CASE STUDY OF LISTED FIRMS IN VIETNAM,ASIAN ACADEMY OF MANAGEMENT JOURNAL,,Y,ip_perf_match
S1808,001120776400001,"Wen, Huwei; Liu, Yutong; Zhou, Fengxiu",2023,Promoting the International Competitiveness of Small and Medium-Sized Enterprises Through Cross-Border E-Commerce Development,SAGE OPEN,,Y,ip_perf_match
S1864,001222837500015,"Civelek, Mehmet; Hruska, Roman; Svetlik, Jaroslav; Vavrecka, Vladimir; Vincurova, Zuzana",2023,Strategic Marketing Communication for Sustainable Growth: Examining the Influence on Export Intentions and Financial Performance in Iron and Mining SMEs,ACTA MONTANISTICA SLOVACA,,Y,ip_perf_match
S1892,001267765100025,"Krishnan, Amal; Mundakkad, Padmaja",2023,Outward FDI and its impact on the parent firm: A case of Indian manufacturing firms,ECONOMICS BULLETIN,,Y,ip_firm_match
S1351,000621276800001,"Li, Dan; Wei, Li-Qun; Cao, Qing; Chen, Deqiu",2022,"Informal institutions, entrepreneurs' political participation, and venture internationalization",JOURNAL OF INTERNATIONAL BUSINESS STUDIES,,Y,ip_firm_match
S1352,000620133300001,"Zhang, Song; Li, Haoze; Chen, Chunlai",2022,Outward FDI and productivity promotion of exporting firms: firm-level evidence from China,INTERNATIONAL JOURNAL OF EMERGING MARKETS,,Y,ip_perf_match
S1373,000639793800001,"Shin, Joonho; Mendoza, Xavier; Choi, Changbum",2022,Do internationalizing business group affiliates perform better after promarket reforms? Evidence from Korean SMEs,ASIA PACIFIC JOURNAL OF MANAGEMENT,,Y,ip_firm_match
S1403,000659316500001,"Freixanet, Joan; Rialp, Josep",2022,"Disentangling the relationship between internationalization, incremental and radical innovation, and firm performance",GLOBAL STRATEGY JOURNAL,,Y,ip_perf_match
S1417,000672613200001,"Ding, Zhenkuo; Ye, Guangyu; Huang, Sheng; Hu, Man",2022,How learning orientation drives the international performance of INVs: the roles of entrepreneurial bricolage and degree of internationalization,MULTINATIONAL BUSINESS REVIEW,,Y,ip_perf_match
S1424,000680823600001,"Koelling, Arnd; Mertens, Antje",2022,Export activities and the demand for skills in German businesses,EMPIRICA,,Y,ip_firm_match
S1428,000687364100001,"Ali, Salman; Mathur, Ajeet N.; Jaiswal, Anand Kumar",2022,Antecedents to firm performance during re-internationalization,AUSTRALIAN JOURNAL OF MANAGEMENT,,Y,ip_perf_match
S1431,000691330100001,"Faroquc, Anisur R.; Sultana, Hafiza; Ahmed, Jashim Uddin; Ahmed, Farhad Uddin; Rahman, Mahabubur",2022,The standalone and resource-bundling effects of government and nongovernment institutional support on early internationalizing firms' performance,CRITICAL PERSPECTIVES ON INTERNATIONAL BUSINESS,,Y,ip_perf_match
S1432,000686218500001,"Agnihotri, Arpita; Bhattacharya, Saurabh",2022,Chairpersons' hubris and internationalization: evidence from emerging market's family business groups,MULTINATIONAL BUSINESS REVIEW,,Y,ip_firm_match
S1450,000695921000001,"Nkambule, Ncamsile Ashley; Wang, Wei-Kang; Ting, Irene Wei Kiong; Lu, Wen-Min",2022,Intellectual capital and firm efficiency of US multinational software firms,JOURNAL OF INTELLECTUAL CAPITAL,,Y,ip_perf_match
S1470,000708215300001,"Bicakcioglu-Peynirci, Nilay; Morgan, Robert E.",2022,Unbundling the Effects of Internationalization on Firm Performance in Emerging Economies: The Moderating Effects of Strategic Resource Decisions,JOURNAL OF INTERNATIONAL MARKETING,,Y,ip_perf_match
S1475,000712531400001,"Xiao, Peng; Sun, Xiaoxia",2022,Does internationalization strategy promote enterprise innovation performance?-The moderating effect of environmental complexity,MANAGERIAL AND DECISION ECONOMICS,,Y,ip_perf_match
S1478,000713328400001,"Tsionas, Mike G.; Tzeremes, Nickolaos G.",2022,The Degree of Internationalization and Firm Productivity: Empirical Evidence from Large Multinationals,BRITISH JOURNAL OF MANAGEMENT,,Y,ip_perf_match
S1483,000719532200016,"Azman, Mohd Azrai; Hon, Carol K. H.; Xia, Bo; Lee, Boon L.; Skitmore, Martin",2022,Internationalization and Productivity of Construction Firms in a Developing Country: The Effect of Institutional Environment and Ownership on Malaysian Construction Firms,JOURNAL OF MANAGEMENT IN ENGINEERING,,Y,ip_perf_match
S1485,000721421100001,"Wilson, Nick; Uddin, Moshfique; Wright, Mike",2022,Exporting by Private Equity-Backed Portfolio Companies,BRITISH JOURNAL OF MANAGEMENT,,Y,ip_firm_match
S1490,000728204200001,"Kim, YooJung; Seo, Yejung",2022,The synergistic impact between internationalization and supply-and-demand interaction on firm performance: a study of environmental responsibility in social networking service,INTERNATIONAL JOURNAL OF CONTEMPORARY HOSPITALITY MANAGEMENT,,Y,ip_perf_match
S1496,001224277300001,"Varas-Fuente, Oscar Javier; Arguedas-Sanz, Raquel; Rodrigo-Moya, Beatriz",2022,Internationalisation and performance in family businesses: influence of the internationalisation path followed,INTERNATIONAL JOURNAL OF ENTREPRENEURSHIP & SMALL BUSINESS,,Y,ip_perf_match
S1503,000741434500001,"Cela, Arjona; Hysa, Eglantina; Voica, Marian Catalin; Panait, Mirela; Manta, Otilia",2022,Internationalization of Large Companies from Central and Eastern Europe or the Birth of New Stars,SUSTAINABILITY,,Y,ip_firm_match
S1509,000747686800001,"Xie, Yu; Boadu, Francis; Tang, Hongjuan",2022,Does internationalization encourage state-owned enterprises to utilize subsidies to innovate? Evidence from high-tech and automobile manufacturing industries of Chinese listed companies,CHINESE MANAGEMENT STUDIES,,Y,ip_firm_match
S1516,000759642800001,"Valdemarin, Stefano; Mayrhofer, Ulrike",2022,Successful reconfiguration and network evolution within the multinational company,JOURNAL OF ORGANIZATIONAL CHANGE MANAGEMENT,,Y,ip_firm_match
S1517,000758293000001,"Benfratello, L.; Bottasso, A.; Piccardo, C.",2022,'R&D and export performance: exploring heterogeneity along the export intensity distribution',JOURNAL OF INDUSTRIAL AND BUSINESS ECONOMICS,,Y,ip_perf_match
S1519,000762842900001,"Sang, Meiyue; Zhang, Yuqing; Ye, Kunhui; Jiang, Weiyan",2022,Moderating Effects of Internationalization between Corporate Social Responsibility and Financial Performance: The Case of Construction Firms,BUILDINGS,,Y,ip_perf_match
S1521,000762359000001,"Barac, Maja; Moner-Colonques, Rafael",2022,Leadership in internationalization strategies,MANCHESTER SCHOOL,,Y,ip_firm_match
S1524,000763700800001,"Pacheco, Luis; Lobo, Carla; Maldonado, Isabel",2022,The Presence of Foreign Capital and the Internationalization of Portuguese Industrial SMEs,JOURNAL OF RISK AND FINANCIAL MANAGEMENT,,Y,ip_firm_match
S1529,000772457400001,"Freixanet, Joan; Federo, Ryan",2022,"The complex interplay of firm innovation, internationalization and learning capability in driving firm performance: a configurational analysis",JOURNAL OF STRATEGY AND MANAGEMENT,,Y,ip_perf_match
S1533,000773771000001,"Tandrayen-Ragoobur, Verena",2022,The innovation and exports interplay across Africa: Does business environment matter?,JOURNAL OF INTERNATIONAL TRADE & ECONOMIC DEVELOPMENT,,Y,ip_firm_match
S1534,000770905600017,"Pattnayak, Sanja Samirana; Chadha, Alka",2022,Servicification and manufacturing exports: Evidence from India,ECONOMIC MODELLING,,Y,ip_firm_match
S1539,000777249700001,"Buckley, Peter J.; Munjal, Surender; Requejo, Ignacio",2022,How does offshore outsourcing of knowledge-intensive activities affect the exports and financial performance of emerging market firms?,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,,Y,ip_perf_match
S1540,000779053000003,"Schmuck, Alice; Lagerstrom, Katarina; Sallis, James",2022,Turning the Tables: The Relationship Between Performance and Multinationality,MANAGEMENT INTERNATIONAL REVIEW,,Y,ip_perf_match
S1542,000782643800008,"Yang, Na; Zhang, Yuan; Yu, Lu; Wang, Jue; Liu, Xiaming",2022,"Cross-border mergers and acquisitions, regional cultural diversity and acquirers' corporate social responsibility: Evidence from China listed companies",INTERNATIONAL REVIEW OF ECONOMICS & FINANCE,,Y,ip_firm_match
S1543,000785707800001,"Anon Higon, Dolores; Bonvin, Daniel",2022,Information and communication technologies and firms' export performance,INDUSTRIAL AND CORPORATE CHANGE,,Y,ip_perf_match
S1544,000779188400006,"Bai, Wensong; Johanson, Martin; Oliveira, Luis; Ratajczak-Mrozek, Milena; Francioni, Barbara",2022,Where business networks and institutions meet: Internationalization decision-making under uncertainty,JOURNAL OF INTERNATIONAL MANAGEMENT,,Y,ip_firm_match
S1546,000784359200004,"Zhong, Xi; Chen, Weihong; Ren, Ge",2022,The effects of performance shortfalls on firms' exploitation and exploration R&D internationalization decisions: Does industry environmental matter?,TECHNOVATION,,Y,ip_perf_match
S1547,000788739700009,"Xie, Dongchun; Li, Xiaofeng; Zhou, Di",2022,Does environmental information disclosure increase firm exports?,ECONOMIC ANALYSIS AND POLICY,,Y,ip_firm_match
S1548,000790054600001,"Escobar, Octavio; Lamotte, Olivier; Colovic, Ana; Meschi, Pierre-Xavier",2022,Impact of sourcing from the informal economy on the export likelihood and performance of emerging economy firms,INDUSTRIAL AND CORPORATE CHANGE,,Y,ip_perf_match
S1550,000791336000008,"Smallbone, David; Saridakis, George; Abubakar, Yazid Abdullahi",2022,Internationalisation as a stimulus for SME innovation in developing economies: Comparing SMEs in factor-driven and efficiency-driven economies,JOURNAL OF BUSINESS RESEARCH,,Y,ip_perf_match
S1551,000793128200002,"Sommer, Daniel; Bhandari, Krishna Raj",2022,Internationalization of R&D and Innovation Performance in the Pharma Industry,JOURNAL OF INTERNATIONAL MANAGEMENT,,Y,ip_perf_match
S1553,000795098000001,"Cao, Xin; Li, Peng; Fan, Limin; Jiang, Yuan; Huang, Xiaozhi",2022,The U-Shaped Effect and Its Reversal Mechanism of Export and Innovation-Evidence From Chinese Industrial Enterprises,FRONTIERS IN ECOLOGY AND EVOLUTION,,Y,ip_firm_match
S1554,000791062600005,"Torrecillas, Celia; Fernandez, Sara",2022,Exports and outward FDI as drivers of eco-innovations. An analysis based on Spanish manufacturing firms,JOURNAL OF CLEANER PRODUCTION,,Y,ip_firm_match
S1558,000793710900015,"Sakawa, Hideaki; Watanabel, Naoki; Gu, Junjian",2022,Internationalization and the reliance of analyst forecasts in stakeholder-oriented corporate governance: Evidence from Japanese MNEs,PACIFIC-BASIN FINANCE JOURNAL,,Y,ip_firm_match
S1560,000800752700015,"Zhai, Zhe; Ghosal, Vivek",2022,Internationalization of innovation and firm performance in the pharmaceutical industry,INTERNATIONAL REVIEW OF ECONOMICS & FINANCE,,Y,ip_perf_match
S1562,000804771500001,"Hashmi, Hammad Bin Azam; Voinea, Cosmina L.; Ooms, Ward; Caniels, Marjolein C. J.",2022,The Impact of Breakthrough Innovations on the Export Performance of SMEs in Developing Countries: The Moderating Role of Institutional Factors,FRONTIERS IN PSYCHOLOGY,,Y,ip_perf_match
S1563,000804419500001,"Berry, Heather; Kaul, Aseem",2022,"Disaggregating Multinationality: An Empirical Examination of Aggregation, Adaptation, and Arbitrage Activities by U.S. Multinational Corporations",STRATEGY SCIENCE,,Y,ip_firm_match
S1565,000799940800010,"Singh, Rashmeet; Chandrashekar, Deepak; Hillemane, Bala Subrahmanya Mungila; Sukumar, Arun; Jafari-Sadeghi, Vahid",2022,Network cooperation and economic performance of SMEs: Direct and mediating impacts of innovation and internationalisation,JOURNAL OF BUSINESS RESEARCH,,Y,ip_perf_match
S1567,000804795000003,"Mascarenhas, Carla; Marques, Carla; Ferreira, Joao J.; Galvao, Anderson",2022,University-Industry Collaboration in a Cross-Border Iberian Regions,INTERNATIONAL REGIONAL SCIENCE REVIEW,,Y,ip_firm_match
S1575,000805316800011,"Bai, Tao; Liesch, Peter",2022,Organizational goals and resource allocation to overseas foreign direct investment,JOURNAL OF WORLD BUSINESS,,Y,ip_firm_match
S1579,000809686300002,"Kang, Yuanfei; Zhao, Chao; Battisti, Martina",2022,Organizational learning in SMEs? internationalization: A moderated mediating effect of absorptive capacity,LONG RANGE PLANNING,,Y,ip_firm_match
S1581,000800108800023,"Cao, Xin; Li, Peng; Huang, Xiaozhi; Fan, Limin",2022,The dual mechanism of social networks on the relationship between internationalization and firm performance: Empirical evidence from china,PLOS ONE,,Y,ip_perf_match
S1588,000819128000001,"Garg, Kanika; Shastri, Shruti",2022,Export behaviour of firms in India: does gender of the firm owner matter?,INTERNATIONAL JOURNAL OF GENDER AND ENTREPRENEURSHIP,,Y,ip_firm_match
S1599,000822857800005,"Rakshit, Sandip; Islam, Nazrul; Mondal, Sandeep; Paul, Tripti",2022,Influence of blockchain technology in SME internationalization: Evidence from high-tech SMEs in India,TECHNOVATION,,Y,ip_firm_match
S1611,000836103300001,"Eckert, Stefan; Koppe, Max; Burkatzki, Eckhard; Eichentopf, Simon; Scharf, Constantin",2022,Economies of Scale: The Rationale Behind the Multinationality-Performance Enigma,MANAGEMENT INTERNATIONAL REVIEW,,Y,ip_perf_match
S1613,000834669900014,"Le, Tan Nghiem; Pham, Lam An Nghiep; Tran, Viet Thanh Truc; Vo, Van Dut; Le, Long Hau",2022,Internal determinants of export performance of small and medium enterprises in Vietnam,INTERNATIONAL JOURNAL OF ADVANCED AND APPLIED SCIENCES,,Y,ip_perf_match
S1614,000843544900007,"Audretsch, David B.; Belitski, Maksim; Chowdhury, Farzana; Desai, Sameeksha",2022,"CEO gender, institutional context and firm exports",INTERNATIONAL BUSINESS REVIEW,,Y,ip_firm_match
S1620,000850915700001,"Vuorio, Anna; Faroque, Anisur R.; Kuivalainen, Olli",2022,The role of slack resources and managerial capabilities in early and late internationalization: a configurational approach,SMALL ENTERPRISE RESEARCH,,Y,ip_firm_match
S1625,000860974500001,"Zhao, Xiaoyang; Yi, Changjun; Zhan, Yun; Guo, Minmin",2022,Business environment distance and innovation performance of EMNEs: The mediating effect of R&D internationalization,JOURNAL OF INNOVATION & KNOWLEDGE,,Y,ip_perf_match
S1626,000861034500003,"Likitwongkajon, Napaporn; Vithessonthi, Chaiporn",2022,"Internationalization, foreign exchange exposure and firm risk",INTERNATIONAL REVIEW OF FINANCIAL ANALYSIS,,Y,ip_firm_match
S1627,000859761700001,"Peters, Bettina; Roberts, Mark J.; Van Anh Vuong",2022,Firm R&D investment and export market exposure,RESEARCH POLICY,,Y,ip_firm_match
S1632,000863326900004,"Alegre, Joaquin; Luis Ferreras-Mendez, Jose; Fernandez-Mesa, Anabel; Strange, Roger",2022,Innovation capabilities and export performance in manufacturing SMEs,TEC EMPRESARIAL,,Y,ip_perf_match
S1633,000860834200001,"Capar, Nejat",2022,Firm resources and internationalisation performance,JOURNAL FOR INTERNATIONAL BUSINESS AND ENTREPRENEURSHIP DEVELOPMENT,,Y,ip_perf_match
S1640,000869485000008,"Kljucnikov, Aleksandr; Civelek, Mehmet; Krajcik, Vladimir; Novak, Petr; Cervinka, Michal",2022,Financial performance and bankruptcy concerns of SMEs in their export decision,OECONOMIA COPERNICANA,,Y,ip_perf_match
S1642,000870289200001,"Mishra, Abhishek; Anning-Dorson, Thomas",2022,Dynamic customer-oriented relational capabilities: how do they impact internationalizing firm performance?,JOURNAL OF SERVICE THEORY AND PRACTICE,,Y,ip_perf_match
S1644,000871251500001,"Baumgarten, Daniel; Irlacher, Michael; Mayr-Dorn, Karin",2022,Internationalization strategies of multi-product firms: The role of technology,CANADIAN JOURNAL OF ECONOMICS-REVUE CANADIENNE D ECONOMIQUE,,Y,ip_firm_match
S1646,000876729800005,"Chang, Asma; Mubarik, Shujaat",2022,Taking the international route: Investigating the impact of socioemotional wealth dimensions on family firm performance via internationalisation,ENTREPRENEURIAL BUSINESS AND ECONOMICS REVIEW,,Y,ip_perf_match
S1648,000875315500001,"Wu, Qinglan; Chen, Guifu; Han, Jing; Wu, Liyan",2022,Does Corporate ESG Performance Improve Export Intensity? Evidence from Chinese Listed Firms,SUSTAINABILITY,,Y,ip_perf_match
S1657,000888160300001,"Li, Xinran; Chen, SzeTing",2022,Modeling analysis of the correlation between duality innovation and multinational enterprise performance,FRONTIERS IN PSYCHOLOGY,,Y,ip_perf_match
S1658,000877503500004,"Edacherian, Saneesh; Panicker, Vidya Sukumara",2022,Do interlocks by different types of directors affect the nature of internationalization strategy of emerging market multinationals?,INTERNATIONAL BUSINESS REVIEW,,Y,ip_firm_match
S1673,000900239400001,"Varas-Fuente, Oscar Javier; Arguedas-Sanz, Raquel; Rodrigo-Moya, Beatriz",2022,Analysis of the Influence of the Moment the Internationalization Process Begins on the Internationalization Intensity of Family and Nonfamily Businesses: An Approach Using a Tobit Model,ADMINISTRATIVE SCIENCES,,Y,ip_firm_match
S1730,000972430200006,"Arshi, Tahseen Anwer; Rao, Venkoba; Begum, Vazeerjan; Capar, Nejat",2022,Early internationalisation of entrepreneurial firms: the role of artificial intelligence enhanced business models,JOURNAL FOR INTERNATIONAL BUSINESS AND ENTREPRENEURSHIP DEVELOPMENT,,Y,ip_firm_match
S1196,000518055100001,"Saiyed, Abrar Ali; Fernhaber, Stephanie A.; Basant, Rakesh; Dhandapani, Karthik",2021,The internationalization of new ventures in an emerging economy: The shifting role of industry concentration,ASIA PACIFIC JOURNAL OF MANAGEMENT,,Y,ip_firm_match
S1215,000524821700001,"Bojnec, Stefan; Tomsic, Nastja",2021,Corporate sustainability and enterprise performance The mediating effects of internationalization and networks,INTERNATIONAL JOURNAL OF PRODUCTIVITY AND PERFORMANCE MANAGEMENT,,Y,ip_perf_match
S1241,000542514300001,"Hejazi, Walid; Tang, Jianmin; Wang, Weimin",2021,"Selection, learning, and productivity at the firm level: Evidence from Canadian outward FDI",JOURNAL OF INTERNATIONAL BUSINESS STUDIES,,Y,ip_perf_match
S1247,000544433500001,"Srivastava, Mohit; Tyll, Ladislav",2021,The effect of industry-specific networking behaviour on the internationalization performance of Czech SMEs,EUROPEAN BUSINESS REVIEW,,Y,ip_perf_match
S1268,000565826300001,"Morgan, Horatio M.; Sui, Sui; Malhotra, Shavin",2021,No place like home: The effect of exporting to the country of origin on the financial performance of immigrant-owned SMEs,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,,Y,ip_perf_match
S1277,000572034700001,"Sharapov, Dmitry; Kattuman, Paul; Rodriguez, Diego; Velazquez, F. Javier",2021,"Using the SHAPLEY value approach to variance decomposition in strategy research: Diversification, internationalization, and corporate group effects on affiliate profitability",STRATEGIC MANAGEMENT JOURNAL,,Y,ip_perf_match
S1283,000576349100001,"Yen, I-Fan; Lin, Hsin-Mei",2021,Multinationality and performance effects: an integrated theory of new patterns of multinationality and home political influence,CHINESE MANAGEMENT STUDIES,,Y,ip_perf_match
S1285,000577519600001,"Yang, Chih-Hai; Tsou, Meng-Wen",2021,Globalization and the labor share in China: Firm-level evidence,MANCHESTER SCHOOL,,Y,ip_firm_match
S1312,000599598200019,"Adomako, Samuel; Amankwah-Amoah, Joseph; Tarba, Shlomo Y.; Khan, Zaheer",2021,"Perceived corruption, business process digitization, and SMEs' degree of internationalization in sub-Saharan Africa",JOURNAL OF BUSINESS RESEARCH,,Y,ip_firm_match
S1314,000692870600016,"Mi, Jie; Nanseki, Teruaki; Chomei, Yosuke; Chen, Tinggui",2021,The Export Quality and Firm Heterogeneity of the Food Industry in China,JOURNAL OF THE FACULTY OF AGRICULTURE KYUSHU UNIVERSITY,,Y,ip_firm_match
S1318,000598445500001,"Guo, Bin; Wang, Zhen",2021,Internationalisation path heterogeneity and growth for international new ventures,INTERNATIONAL SMALL BUSINESS JOURNAL-RESEARCHING ENTREPRENEURSHIP,,Y,ip_perf_match
S1319,000598628700001,"Mullen, Cormac",2021,'Letters to the editor': the relationship between multinationality and firm performance in emerging markets,TRANSNATIONAL CORPORATIONS REVIEW,,Y,ip_perf_match
S1320,000603443100001,"Dadzie, Zaynab; Agyapong, Ahmed; Suglo, Abdulai",2021,The role of internationalization in entrepreneurial orientation-performance link: empirical study of SMEs in a developing nation perspective,REVIEW OF INTERNATIONAL BUSINESS AND STRATEGY,,Y,ip_perf_match
S1328,000607695200001,"Zainudin, Rozaimah; Mahdzan, Nurul Shahnaz; Mohamad, Norzulkarnien Nor",2021,Internationalisation and financial performance: in the case of global automotive firms,REVIEW OF INTERNATIONAL BUSINESS AND STRATEGY,,Y,ip_perf_match
S1337,000607978900001,"Andre, Nuno Miguel Queimado",2021,Sector productivity and geographical diversification as export enhancing factors: the case of Portugal,INTERNATIONAL JOURNAL OF BUSINESS ENVIRONMENT,,Y,ip_perf_match
S1338,000611610300001,"Rahko, Jaana",2021,R&D internationalization and firm productivity. Does the host country matter?,APPLIED ECONOMICS,,Y,ip_perf_match
S1346,000614134200001,"Ref, Ohad; Gnizy, Itzhak",2021,"Resource indivisibility, lumpy costs and the multinationality-performance relationship",INTERNATIONAL MARKETING REVIEW,,Y,ip_perf_match
S1347,000614931200004,"Manez, Juan A.; Vicente-Chirivella, Oscar",2021,Exports of Spanish manufacturing firms and financial constraints,BRQ-BUSINESS RESEARCH QUARTERLY,,Y,ip_firm_match
S1348,000634826700042,"Gkypali, Areti; Love, James H.; Roper, Stephen",2021,Export status and SME productivity: Learning-to-export versus learning-by-exporting,JOURNAL OF BUSINESS RESEARCH,,Y,ip_perf_match
S1355,000613689000001,"Osgood, Iain",2021,Vanguards of globalization: Organization and political action among America's pro-trade firms,BUSINESS AND POLITICS,,Y,ip_firm_match
S1357,000613906500002,"Imer, Sabahattin Tugrul; Oktem, Mustafa Kemal; Kaskati, Osman Tolga",2021,How to Increase the Internationalization Capacity of Science & Technology Park Firms: Some Lessons for The Managers,SOSYOEKONOMI,,Y,ip_firm_match
S1362,000625048100002,"Chung, Hsi-Mei; Dahms, Sven; Kao, Pao T.",2021,Emerging Market Multinational Family Business Groups and the Use of Family Managers in Foreign Subsidiaries,MANAGEMENT INTERNATIONAL REVIEW,,Y,ip_firm_match
S1364,000634826700067,"Santoro, Gabriele; Mazzoleni, Alberto; Quaglia, Roberto; Solima, Ludovico",2021,Does age matter? The impact of SMEs age on the relationship between knowledge sourcing strategy and internationalization,JOURNAL OF BUSINESS RESEARCH,,Y,ip_firm_match
S1365,000627076400001,"Beamish, Paul W.; Chakravarty, Dwarka",2021,Using the Resource-Based View in Multinational Enterprise Research,JOURNAL OF MANAGEMENT,,Y,ip_firm_match
S1366,000654636800013,"Chen, Lili; Guo, Shaoyu; Lu, Jian; Gerschewski, Stephan",2021,Outward FDI and efficiency in within-firm resource allocation-Evidence from firm-level data of China,JOURNAL OF ASIAN ECONOMICS,,Y,ip_perf_match
S1368,000624704500014,"Biener, Christian; Eling, Martin; Jia, Ruo",2021,Globalisation: blessing or curse? Evidence from the insurance industry,EUROPEAN JOURNAL OF INTERNATIONAL MANAGEMENT,,Y,ip_firm_match
S1369,000694876300007,"Leung, T. Y.; Sharma, Piyush",2021,Differences in the impact of R&D intensity and R&D internationalization on firm performance - Mediating role of innovation performance,JOURNAL OF BUSINESS RESEARCH,,Y,ip_perf_match
S1370,000653015800006,"Vendrell-Herrero, Ferran; Bustinza, Oscar F.; Vaillant, Yancy",2021,Adoption and optimal configuration of smart products: The role of firm internationalization and offer hybridization,INDUSTRIAL MARKETING MANAGEMENT,,Y,ip_firm_match
S1371,000630111600001,"Sousa, Carlos M. P.; Yan, Ji; Gomes, Emanuel; Lengler, Jorge",2021,"Export activity, R&D investment, and foreign ownership: does it matter for productivity?",INTERNATIONAL MARKETING REVIEW,,Y,ip_perf_match
S1377,000632621800022,"Demir, Robert; Campopiano, Giovanna; Kruckenhauser, Christian; Bauer, Florian",2021,"Strategic agility, internationalisation speed and international success - The role of coordination mechanisms and growth modes",JOURNAL OF INTERNATIONAL MANAGEMENT,,Y,ip_perf_match
S1379,000631522900003,"Meschi, Pierre-Xavier; Ricard, Antonin; Moore, Ernesto Tapia",2021,Pre-Internationalization and Performance Conditions of First-Time Exporting SMEs,MANAGEMENT,,Y,ip_perf_match
S1387,000643455400001,"Crick, James M.; Crick, Dave",2021,Internationalizing the Coopetition Construct: Quadratic Effects on Financial Performance Under Different Degrees of Export Intensity and an Export Geographical Scope,JOURNAL OF INTERNATIONAL MARKETING,,Y,ip_perf_match
S1390,000644265100003,"Barlozewski, Krystian; Trapczynski, Piotr",2021,"Is internationalisation beneficial for novice internationalisers? The performance effects of firm-specific advantages, internationalisation degree and firm size revisited",OECONOMIA COPERNICANA,,Y,ip_perf_match
S1396,000647768200001,"Ubeda-Garcia, Mercedes; Rienda, Laura; Carmen Zaragoza-Saez, Patrocinio; Andreu-Guerrero, Rosario",2021,"The impact of knowledge management on the internationalization, organizational ambidexterity and performance of Spanish hotel chains",INTERNATIONAL JOURNAL OF CONTEMPORARY HOSPITALITY MANAGEMENT,,Y,ip_perf_match
S1405,000660618600001,"Zhang, Banruo; Li, Zijie; Li, Xiaomeng; Liu, Ziqi",2021,Speed of internationalization and firm performance: the moderating role of potential slack and knowledge assets,CHINESE MANAGEMENT STUDIES,,Y,ip_perf_match
S1406,000659897200001,"Alnori, Faisal",2021,Exploring nonlinear linkage between profitability and leverage: US multinational versus domestic corporations,JOURNAL OF INTERNATIONAL FINANCIAL MANAGEMENT & ACCOUNTING,,Y,ip_perf_match
S1415,000670474800004,"Wu, Sihong; Fan, Di",2021,Taking social responsibilities overseas? The learning paths and performance consequences of Chinese multinationals,JOURNAL OF GENERAL MANAGEMENT,,Y,ip_perf_match
S1418,000672686300001,"Chung, Henry F. L.; Ho, Mia Hsiao-Wen",2021,"International competitive strategies, organizational learning and export performance: a match and mis-match conceptualization",EUROPEAN JOURNAL OF MARKETING,,Y,ip_perf_match
S1419,000674913500001,"Sankaran, Arumugam; Krishna, Arjun; Vadivel, Arjunan",2021,How does manufacturing output affect export behaviors in emerging market economies? Evidence from a dynamic panel ARDL for ten biggest emerging market economies,FUTURE BUSINESS JOURNAL,,Y,ip_firm_match
S1433,000687464100001,"Merlevede, Bruno; Theodorakopoulos, Angelos",2021,Productivity effects of internationalisation through the domestic supply chain,JOURNAL OF APPLIED ECONOMETRICS,,Y,ip_perf_match
S1435,000656070600008,"Mondal, Arindam; Chakrabarti, Amit Baran",2021,Information and Communication Technology Adoption Strategies of Emerging Multinationals From India,JOURNAL OF GLOBAL INFORMATION MANAGEMENT,,Y,ip_firm_match
