study_id,wos_id,authors,year,title,journal,doi,n_sample,country,screen_l1,screen_l1_reason,screen_l2,screen_l2_reason,eligible,doi_measure,fp_measure,r_reported,n_used,notes
S2050,001511381700001,"Pinelli, Michele; Debellis, Francesco; Pongelli, Claudia; Vallone, Tommaso",2026,"Top management teams, work experience diversity and the speed of international entrepreneurship: an upper echelons perspective",REVIEW OF MANAGERIAL SCIENCE,,,,UNSURE,title_insufficient,,,,,,,,wos
S2051,001513814000006,"Bataineh, Mohammad Jamal; Sanchez-Sellero, Pedro",2025,"Export intensity, intellectual property and technology development as drivers for green innovations",EUROPEAN JOURNAL OF INTERNATIONAL MANAGEMENT,,,,UNSURE,title_insufficient,,,,,,,,wos
S2052,001516447300001,"Geldres-Weiss, Valeska V.; Guerrero-Stuardo, Pedro E.; Marinova, Svetla; Ortiz-Cea, Vesnia; Reveco, Roberto",2025,"Firm-Level Carbon Productivity, Home Country Environmental Performance, and Firm Performance in the Exporting Meat Industry",SUSTAINABILITY,,,,Y,ip_perf_match,,,,,,,,wos
S2053,001520472200001,"Pan, Lipeng; Liu, Shuchun; Li, Yongqing; Teo, Kelvin; Fu, Xiao",2025,Climbing the Global Value Chain: The Role of Cross-Border E-Commerce in SME Internationalization,MANAGERIAL AND DECISION ECONOMICS,,,,Y,ip_firm_match,,,,,,,,wos
S2054,001521553100001,"Chen, Stephen; Zhang, Jintao; Tan, Hao",2025,Comparing the Effects of Internationalization on CSR in Service and Non-Service MNEs,MANAGEMENT INTERNATIONAL REVIEW,,,,UNSURE,title_insufficient,,,,,,,,wos
S2055,001520920600001,"Sharma, Ruchita; Sharma, Ruchi",2025,A firm-level analysis of the impact of foreign direct investment in research and development on the innovation output of Indian firms,TRANSNATIONAL CORPORATIONS REVIEW,,,,Y,ip_perf_match,,,,,,,,wos
S2056,001522618600001,"Anuvinda, Anuvinda; Valiyattoor, Vipin",2025,The nexus between total factor productivity and the backsourcing decision: evidence from India's manufacturing sector,APPLIED ECONOMICS,,,,UNSURE,title_insufficient,,,,,,,,wos
S2057,001522932100006,"Wang, Jingbin; Liu, Xuyao; Zhu, Xuechang",2025,The Impact of Lean Inventory Management on Export Intensity,INZINERINE EKONOMIKA-ENGINEERING ECONOMICS,,,,UNSURE,title_insufficient,,,,,,,,wos
S2058,001522932100001,"Bukalska, Elzbieta; Czerniak, Jakub; Florek, Irmina",2025,The Impact of Internationalization on Firm Performance of High-Tech Companies in Poland in the Context of Covid-19,INZINERINE EKONOMIKA-ENGINEERING ECONOMICS,,,,Y,ip_perf_match,,,,,,,,wos
S2059,001523636000001,"Popli, Manish; Raithatha, Mehul; Gaur, Ajai",2025,"Speed of Institutional Reforms, Competitive Dynamics, and Cross-border Acquisitions: Evidence from Emerging Economies",BRITISH JOURNAL OF MANAGEMENT,,,,UNSURE,title_insufficient,,,,,,,,wos
S2060,001523921300001,"Bose, Tarun Kanti; Orni, Sadia Akbor; Moser, Roger",2025,Transaction Cost and Performance of Born Globals: The Role of Transaction Cost Institutionalism: An Emerging Economy Context,THUNDERBIRD INTERNATIONAL BUSINESS REVIEW,,,,UNSURE,title_insufficient,,,,,,,,wos
S2061,001523255800001,"Matuszczak, Lukasz; Michalek, Jakub; Wozniak, Rafal",2025,Determinants of Exports of Services Firm-Level Analysis Combined With the Gravity Model Framework,WORLD ECONOMY,,,,Y,ip_firm_match,,,,,,,,wos
S2062,001524510400001,"Miroshnychenko, Ivan; Ardito, Lorenzo; Capolupo, Paolo; Petruzzelli, Antonio Messeni",2025,Old but Sold? Innovation Through Tradition Strategy for Export and the Role of Family Involvement,JOURNAL OF PRODUCT INNOVATION MANAGEMENT,,,,Y,ip_firm_match,,,,,,,,wos
S2063,001526948300001,"Lee, Jong Min",2025,Rethinking the performance implication of regional diversification: The interplay between intra-and inter-regional diversification,JOURNAL OF BUSINESS RESEARCH,,,,UNSURE,title_insufficient,,,,,,,,wos
S2064,001528564200007,"Liu, Haiyue; Xia, Xin; Wang, Yuhan",2025,Peer Effects of Interlocking Boards on Outward Foreign Direct Investment Decisions,CHINA & WORLD ECONOMY,,,,UNSURE,title_insufficient,,,,,,,,wos
S2065,001528828800001,"Han, Mary; Celly, Nikhil",2025,SME Internationalization: Can SMEs Overcome Liabilities of Foreignness and Smallness Through International and Product Diversification?,JOURNAL OF ENTERPRISING CULTURE,,,,Y,ip_firm_match,,,,,,,,wos
S2066,001528906000003,"Aguilar, Jose Luis Esparza; Maciel, Argentina Soto",2024,The Impact of Corporate Governance Mechanisms on Value Creation in Family Firms: Evidence from an Emerging Economy,JOURNAL OF EVOLUTIONARY STUDIES IN BUSINESS,,,,UNSURE,title_insufficient,,,,,,,,wos
S2067,001535029200001,"Li, Gang; Zhang, Chunlian; Hu, Ling",2025,How Can Enterprise Digital Transformation Facilitate Internationalization?,SAGE OPEN,,,,Y,ip_firm_match,,,,,,,,wos
S2068,001538999400001,"Meng, Delin; Li, Yanxi; Wang, Lan",2025,"Foreign shareholders and the green internationalization strategy of enterprises: A response to the governance supervision and ""locust invasion"" perspectives",ECONOMIC ANALYSIS AND POLICY,,,,Y,ip_firm_match,,,,,,,,wos
S2069,001544446600001,"Werbik, Alexander; Nussbaum, Julien; Winter, Johannes",2024,Coming Home in the Age of Industry 4.0? The Effects of Offshoring and Backshoring on Manufacturing Companies' Success,SCI,,,,Y,ip_firm_match,,,,,,,,wos
S2070,001542535800001,"Roesch, Marcus; Gerritse, Michiel; Karreman, Bas; van Oort, Frank; Loog, Bart",2025,Do workers or firms drive the foreign acquisition wage gap?,EUROPEAN ECONOMIC REVIEW,,,,UNSURE,title_insufficient,,,,,,,,wos
S2071,001542544500010,"Kim, Yeongsu Anthony; Triana, Maria del Carmen",2025,"Women's representation on boards, diversity practices, and internationalization: Evidence from greenfield investment",INTERNATIONAL BUSINESS REVIEW,,,,UNSURE,title_insufficient,,,,,,,,wos
S2072,001542544500003,"Mammadov, Avaz; Wald, Andreas",2025,"The role of SME owner-managers' leadership self-efficacy, cultural intelligence and emotional intelligence in foreign market entry mode",INTERNATIONAL BUSINESS REVIEW,,,,UNSURE,title_insufficient,,,,,,,,wos
S2073,001544839700001,"Tu, Hao; Yang, Shenggang; Dong, Minyi; Dai, Pengyi",2025,Judicial Independence and Corporate Total Factor Productivity: Evidence from provincial court centralization,ECONOMIC ANALYSIS AND POLICY,,,,UNSURE,title_insufficient,,,,,,,,wos
S2074,001549373100001,"Billinger, Simon; Bjornemalm, Rickard",2025,"Managing to compete: the Swedish state-owned banks and competition, 1960-1985",SCANDINAVIAN ECONOMIC HISTORY REVIEW,,,,UNSURE,title_insufficient,,,,,,,,wos
S2075,001552376800001,"Lin, Boqiang; Liu, Yida",2025,Navigating trade barriers: How anti-dumping and countervailing policies affect outward foreign direct investment of Chinese solar photovoltaic firms,ENERGY POLICY,,,,UNSURE,title_insufficient,,,,,,,,wos
S2076,001551743200005,"Ramirez, Andres; Altay, Nezih",2024,Earthquakes and market capitalisation: a historical perspective using panel data,GLOBAL BUSINESS AND ECONOMICS REVIEW,,,,UNSURE,title_insufficient,,,,,,,,wos
S2077,001555553900001,"Alsahlawi, Rawan; Fifield, Suzanne; Dunne, Theresa",2025,Determinants of risk reporting practices in Saudi Arabia: an institutional perspective,JOURNAL OF ACCOUNTING IN EMERGING ECONOMIES,,,,UNSURE,title_insufficient,,,,,,,,wos
S2078,001555606800001,"Rienda, Laura; Ruiz-Fernandez, Lorena; Andreu, Rosario",2025,From internationalization to innovation in the hotel industry: the role of intellectual capital and dynamic capabilities,EUROPEAN JOURNAL OF INNOVATION MANAGEMENT,,,,Y,ip_firm_match,,,,,,,,wos
S2079,001559658700001,"Al-Najjar, Basil; Salama, Aly; Abed, Alaa",2025,Gender and cultural diversity on boards: their impact on internationalisation,INTERNATIONAL JOURNAL OF HUMAN RESOURCE MANAGEMENT,,,,UNSURE,title_insufficient,,,,,,,,wos
S2080,001561542300001,"Karami, Masoud; Hossain, Mokter; Hashemi, Omid; Mehrara, Nikan",2026,Business ties and effectuation for radical innovation in small firms: the moderating role of competitive aggressiveness,MARKETING INTELLIGENCE & PLANNING,,,,UNSURE,title_insufficient,,,,,,,,wos
S2081,001561326000001,"Le, Minh-Hieu; Lu, Wen-Min",2025,"The Moderating Effect of Multinationality on Environmental, Social, and Governance and Efficiency: A Strategic Analysis of Multinational Enterprises",BUSINESS STRATEGY AND THE ENVIRONMENT,,,,Y,ip_perf_match,,,,,,,,wos
S2082,001563906900003,"Kim, Eunbi",2025,Political visits and foreign direct investment,JOURNAL OF BUSINESS RESEARCH,,,,UNSURE,title_insufficient,,,,,,,,wos
S2083,001564743400001,"Yeo, Yun Dong; Lee, Seung-Hyun",2026,Innovation Pressure from Domestic and Foreign Competitors and Firm Export Intensity in Transition Economies,JOURNAL OF EAST-WEST BUSINESS,,,,Y,ip_firm_match,,,,,,,,wos
S2084,001570346700001,"Bello, Michela; Castellani, Davide; Damioli, Giacomo; Marin, Giovanni; Montresor, Sandro",2026,Knowledge sources for Industry 4.0 technologies in European regions: the role of inward FDIs,INDUSTRY AND INNOVATION,,,,UNSURE,title_insufficient,,,,,,,,wos
S2085,001571462100001,"Aissaoui, Rachida; Sipos, Norbert; Fabian, Frances",2025,A culturally contingent view of the RBV in SMES internationalization,JOURNAL OF INTERNATIONAL MANAGEMENT,,,,UNSURE,title_insufficient,,,,,,,,wos
S2086,001573784500001,"Wang, Zhen",2025,How technological path of internationalization matters? A dynamic capability perspective,JOURNAL OF TECHNOLOGY TRANSFER,,,,UNSURE,title_insufficient,,,,,,,,wos
S2087,001570272900001,"Bashir, Shahzada Irfan; Vij, Sandeep; Khalil, Sabine; Belitski, Maksim",2026,Entrepreneurial mindset and family firm performance: the contingent role of firm age and size,JOURNAL OF FAMILY BUSINESS MANAGEMENT,,,,UNSURE,title_insufficient,,,,,,,,wos
S2088,001575631800001,"Nguyen, Ngoc Minh; Nguyen, Huong Thi Lien; Mai, Cuong The; Pham, Ngoc Thi Kim; Nguyen, Huyen Thi",2025,Effects of internationalization on supply chain agility and business performance of manufacturing firms in Vietnam,JOURNAL OF GLOBAL OPERATIONS AND STRATEGIC SOURCING,,,,Y,ip_perf_match,,,,,,,,wos
S2089,001575034600004,"Tran, Ai-Cam; Dao, Thu-Hien Thi",2025,"Open innovation, market orientation, intellectual capital readiness and higher education institutions' internationalisation performance: the moderating role of entrepreneurial leadership",JOURNAL FOR INTERNATIONAL BUSINESS AND ENTREPRENEURSHIP DEVELOPMENT,,,,Y,ip_perf_match,,,,,,,,wos
S2090,001581967000001,"Malik, Faisal Saeed; Terzidis, Orestis",2025,Thriving in turbulence: resilience and strategic adaptation in global business,REVIEW OF MANAGERIAL SCIENCE,,,,UNSURE,title_insufficient,,,,,,,,wos
S2091,001582649500001,"Wang, Zhimin; Zhu, Xiaodi; Ding, Ruixin",2025,National culture's influence on firm performance in bad times: Evidence from the COVID-19 crisis and GFC☆,RESEARCH IN INTERNATIONAL BUSINESS AND FINANCE,,,,UNSURE,title_insufficient,,,,,,,,wos
S2092,001583206700010,"Widyastuti, Arie; Wiryono, Sudarso Kaderi; Nainggolan, Yunieta Anny",2025,Political Connections and M&As Outcomes: Bibliometric Analysis and Research Agenda,SCIENTIFIC ANNALS OF ECONOMICS AND BUSINESS,,,,N,meta,,,,,,,,wos
S2093,001587947300001,"Carbonell Garcia, Diego; Van Klyton, Aaron; Tavera-Mesias, Juan Fernando",2025,The moderating effect of digital transformation on environmental turbulence in emerging economies-advancing business model innovation research,BENCHMARKING-AN INTERNATIONAL JOURNAL,,,,UNSURE,title_insufficient,,,,,,,,wos
S2094,001588613400001,"Zhang, Yi; Xue, Wei; Liu, Chun; Roelfsema, Hein",2025,Does internationalization trigger digital innovation?,REVIEW OF WORLD ECONOMICS,,,,UNSURE,title_insufficient,,,,,,,,wos
S2095,001588947000001,"Coleman, Martha; Abdul-Rahaman, Abdul-Rashid; Takyi, Lydia Nyankom; Anfom, Kingsley",2026,Corporate governance and corporate earnings misconduct,INTERNATIONAL JOURNAL OF PRODUCTIVITY AND PERFORMANCE MANAGEMENT,,,,UNSURE,title_insufficient,,,,,,,,wos
S2096,001590432900001,"Faroque, Anisur R.; Rahman, Arafat; Gani, Mohammad Osman; Hoque, Imranul",2026,Heuristics and decision rationality in entry mode choice: Implications for decision effectiveness and international performance,INTERNATIONAL BUSINESS REVIEW,,,,UNSURE,title_insufficient,,,,,,,,wos
S2097,001590748700002,"Hruby, Vojtech",2025,Entrepreneurial Orientation in the Age of Artificial Intelligence: A Study of SMEs in the Visegrad Chemical Sector,JOURNAL OF EAST EUROPEAN MANAGEMENT STUDIES,,,,UNSURE,title_insufficient,,,,,,,,wos
S2098,001592083600001,"Shahid, Subhan; Ashraf, Naeem; Khan, Raania Naeem",2026,"Navigating family control: U-shaped effects on innovativeness and performance, moderated by firm age and breadth of collaboration partners",INTERNATIONAL JOURNAL OF ENTREPRENEURIAL BEHAVIOR & RESEARCH,,,,UNSURE,title_insufficient,,,,,,,,wos
S2099,001597170800002,"Topaler, Basak; Khan, Hamza",2025,Signaling shaped by the context: Early-stage funding in the Turkish startup ecosystem,MANAGEMENT & MARKETING,,,,UNSURE,title_insufficient,,,,,,,,wos
S2100,001599773100001,"Gao, Qiuling; Zhang, Zhaoyi; Bao, Xinjie; Zhuang, Xiaolin; Huang, Duo",2025,International ambidexterity and innovation performance of EMNEs: the moderating role of dynamic-static resource interaction,CHINESE MANAGEMENT STUDIES,,,,UNSURE,title_insufficient,,,,,,,,wos
S2101,001600975000001,"Sanchez-Monterrosa, Dayana Maria; Del Rio Cortina, Jorge Luis",2025,The strategic impact of top management teams on business internationalization: a bibliometric review,COGENT BUSINESS & MANAGEMENT,,,,N,meta,,,,,,,,wos
S2102,001606961800001,"Rehman, Saif; Rachid, Alami; Naseem, Abidi",2025,Is the grass greener on the other side? The role of Western directors strategy in Asian firms,COGENT BUSINESS & MANAGEMENT,,,,UNSURE,title_insufficient,,,,,,,,wos
S2103,001609604500001,"Nwoba, Arinze Christian; Bicakcioglu-Peynirci, Nilay",2026,"Export venture sustainability strategies: an exploration of knowledge-based enablers, conditions and performance implications",INTERNATIONAL MARKETING REVIEW,,,,Y,ip_perf_match,,,,,,,,wos
S2104,001610568300001,"Kalubandi, Sai Chittaranjan; Sharma, Dibyendu; Edacherian, Saneesh; Karna, Amit",2025,Role of foreign market knowledge and home country institutions in international entrepreneurship-performance relationship: a meta-analysis,ASIA PACIFIC JOURNAL OF MANAGEMENT,,,,N,meta,,,,,,,,wos
S2105,001611059800001,"Shih, Yu-Yuan; Lin, Chih-An",2025,Foreign direct investment strategies and corporate social performance in emerging multinational enterprises: driving sustainability amidst supply chain restructuring,JOURNAL OF BUSINESS & INDUSTRIAL MARKETING,,,,Y,ip_perf_match,,,,,,,,wos
S2106,001613534800001,"Uyar, Ali; Habib, Ahsan; Ranasinghe, Dinithi; Kuzey, Cemil; Karaman, Abdullah S.",2025,Internationalization and Carbon Emissions: The Moderating Roles of Internal and External Governance Mechanisms,STRATEGIC CHANGE-BRIEFINGS IN ENTREPRENEURIAL FINANCE,,,,UNSURE,title_insufficient,,,,,,,,wos
S2107,001608870900001,"Teixeira, Jaime Fernandes; Oliveira, Amelia",2025,Unlocking compliance: assets impairment disclosure,INTERNATIONAL JOURNAL OF ACCOUNTING AND INFORMATION MANAGEMENT,,,,UNSURE,title_insufficient,,,,,,,,wos
S2108,001619043300001,"Lee, Jeoung Yul; Cui, Lin; Pattnaik, Chinmay; Choi, Byungchul",2025,Digital transformation and the offshore outsourcing behavior of manufacturing MNEs,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,,,,UNSURE,title_insufficient,,,,,,,,wos
S2109,001617348000001,"Aldawsari, Hamad; Baloch, Muhammad Saad",2025,Corporate political activities and emerging MNCs' internationalization: Interplay of CEO narcissism and gender,JOURNAL OF ASIAN ECONOMICS,,,,Y,ip_firm_match,,,,,,,,wos
S2110,001619600000001,"Shahbazi, Kiumars",2025,Does financial development contribute to the nonlinear relationship between innovation and export diversification?,COMPETITIVENESS REVIEW,,,,UNSURE,title_insufficient,,,,,,,,wos
S2111,001629090300001,"Chang, Yali; Wu, Yijie; Lv, Yue",2025,RMB internationalization and firms' total factor productivity-micro-analysis based on the dual circulation perspective,ASIA-PACIFIC JOURNAL OF ACCOUNTING & ECONOMICS,,,,Y,ip_perf_match,,,,,,,,wos
S2112,001631066200001,"Cooper, Russell; Gong, Guan; Hu, Guanliang; Yan, Ping",2026,"Exporting Like China: Productivity, Market Demand, and Labor Frictions",INTERNATIONAL ECONOMIC REVIEW,,,,Y,ip_perf_match,,,,,,,,wos
S2113,001631794700001,"Liang, Zhixiang (steven); Fei, Siyu; Carney, Michael",2025,Cross-listing and foreign direct investment: an institutional arbitrage perspective on Chinese multinational enterprises,MULTINATIONAL BUSINESS REVIEW,,,,UNSURE,title_insufficient,,,,,,,,wos
S2114,001627981600003,"Shin, Joon-Ho; Choi, Chang-Bum",2025,Comparative Study on the Impact of Ownership Concentration on Internationalization and Performance: Family versus Non-family Firms in Korea,JOURNAL OF KOREA TRADE,,,,Y,ip_perf_match,,,,,,,,wos
S2115,001639333500006,"Popczyk, Wojciech; Winnicka-Popczyk, Alicja; Jablonska, Zaklina",2025,Managerial psychological gender and its impact on selected corporate behaviours,INTERNATIONAL ENTREPRENEURSHIP REVIEW,,,,UNSURE,title_insufficient,,,,,,,,wos
S2116,001640288100001,"Nooshabadi, Javad E.; Mockaitis, Audra I.; Chugh, Richa",2025,Dark triad personality traits and born global internationalization,JOURNAL OF INTERNATIONAL MANAGEMENT,,,,UNSURE,title_insufficient,,,,,,,,wos
S2117,001641713500001,"Agnihotri, Arpita; Bhattacharya, Saurabh; Vrontis, Demetris; Thrassou, Alkis",2025,DRIVERS OF DIGITAL MARKETING CAPABILITIES IN EMERGING-MARKET MULTINATIONAL ENTERPRISES,JOURNAL OF MARKETING THEORY AND PRACTICE,,,,UNSURE,title_insufficient,,,,,,,,wos
S2118,001641035800001,"Kwon, Namhoon; Park, Minsoo; Sung, Won",2026,Is the pursuit of a competition-friendly industrial policy desirable? Evidence from Korea's post-Asian Financial Crisis policy shift,INTERNATIONAL JOURNAL OF INDUSTRIAL ORGANIZATION,,,,UNSURE,title_insufficient,,,,,,,,wos
S2119,001639428600001,"Danta, Subal; Rath, Badri Narayan",2025,The Determinants of Information Communication Technology Adoption in the Case of Indian Manufacturing Sector,GLOBAL BUSINESS REVIEW,,,,UNSURE,title_insufficient,,,,,,,,wos
