study_id,wos_id,authors,year,title,journal,screen_l1,screen_l1_reason,prescreen_flag,prescreen_reason,prescreen_icrv,prescreen_doi_type,prescreen_fp_type
S2000,001443214100001,"Akhgari, Mehdi; Bruning, Edward R.; Aghakhani, Hamed; Baradaran-Rafiee, Vahideh",2025,Foreign Market Expansion Commitment and SMEs Financial Performance,JOURNAL OF INTERNATIONAL CONSUMER MARKETING,UNSURE,title_insufficient,UNSURE,WEAK-INCL:financial-perf,,,financial_perf
S2001,001448134900001,"Yu, Shengjing; Zheng, Xiaolan; Liu, Martin J.",2025,Board digital expertise and digital innovation: Evidence from commercial banks in China,RESEARCH IN INTERNATIONAL BUSINESS AND FINANCE,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,2,,
S2004,001451531900001,"Sanchez-Hernandez, Maria del Mar; Martinez-Ferrero, Jennifer; Garcia-Meca, Emma",2025,"Board Gender Diversity, Female Expertise, and Female Internationalization: Exploring Influences on the Readability of Sustainability Reporting",CORPORATE SOCIAL RESPONSIBILITY AND ENVIRONMENTAL MANAGEMENT,UNSURE,title_insufficient,Y,INCL:internationalization,,other,
S2007,001454003700001,"Sorroche-del-rey, Yolanda; Piedra-munoz, Laura; GALDEANO-GoMEZ, Emilio; Garcia-granero, Eva m.",2025,Determinants of pollutant emissions in the Spanish agri-food sector: The role of international trade,AGRICULTURAL ECONOMICS-ZEMEDELSKA EKONOMIKA,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
S2008,001456286700001,"Wang, Xiaozhuo; Yang, Guang",2025,Does being embedded in RTA networks promote firm productivity? Evidence from Chinese firms,INTERNATIONAL REVIEW OF ECONOMICS & FINANCE,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,2,,
S2013,001469692900001,"Liu, Defeng; Xu, Xingao; Lyu, Xinyu; Shi, Yaobo",2025,Overseas R&D and Technological Innovation: Empirical Evidence of Chinese Listed Companies,PACIFIC-BASIN FINANCE JOURNAL,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,2,,
S2016,001471024700001,"Jean, Ruey-Jer 'Bryan'; Kim, Daekwan; Cavusgil, S. Tamer; Chen, Chialin",2025,Determinants of Chinese Exporters' Online De-Internationalization,MANAGEMENT AND ORGANIZATION REVIEW,UNSURE,title_insufficient,Y,INCL:internationalization,2,other,
S2023,001483862500001,"Ahmed, Mohamed M. M.; Elmassri, Moataz",2025,The management accounting system design in family firms: the role of leadership and entrepreneurial orientation,JOURNAL OF FINANCIAL REPORTING AND ACCOUNTING,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
S2024,001487419200001,"Thakur, Pooja; Bankar, Shivani",2025,Exports Spillovers from Multinational Enterprises to Domestic Firms in India: A Study of Selected Services,FOREIGN TRADE REVIEW,UNSURE,title_insufficient,Y,INCL:MNE,2,other,
S2025,001488556900001,"Csurilla, Gergely; Bakucs, Zoltan; Ferto, Imre",2025,"Wine, markups, and export behavior: Evidence from Hungary",JOURNAL OF WINE ECONOMICS,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,3,,
S2026,001490202200005,"Zhang, Yan",2025,Strategic Change in Tourism and Hospitality: Impact of CEOs' and Boards' Experiences,TOURISM ANALYSIS,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
S2027,001490745900001,"Arslan, Volkan; Ulubeyli, Serdar; Dogan, Emrah",2025,To diversify or not to diversify: A fuzzy decision-making model for construction companies,GRADEVINAR,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
S2030,001493498300001,"Kostiuchenko, Nikita; Deseatnicov, Ivan",2025,Beyond resource intensity: unveiling the determinants of Russian MNEs' integration into global value chains,POST-COMMUNIST ECONOMIES,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,2,,
S2032,001497027900001,"Berlingieri, Giuseppe; Marcolin, Luca; Ornelas, Emanuel",2025,Service Offshoring and Export Experience,ECONOMIC JOURNAL,UNSURE,title_insufficient,UNSURE,WEAK-INCL:subsidiaries,,,
S2033,001499701500001,"Yigezu, Hailegebriel; Soderbom, Mans; Ferede, Tadele",2025,Energy use and efficiency in Ethiopia's manufacturing sector: a stochastic frontier analysis,APPLIED ECONOMICS,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,1,,
S2037,001502356200001,"Singh, Ashutosh; Huang, Xuan; Heinberg, Martin; Liu, Yeyi",2025,Understanding the link between philanthropy and performance: the role of international strategies,INTERNATIONAL MARKETING REVIEW,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
S2038,001504584400001,"Mathew, Nicholas; Javalgi, Rajshekhar (Raj)",2025,Emerging market professional service firms' market success: does cultural intelligence matter?,JOURNAL OF BUSINESS & INDUSTRIAL MARKETING,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,2,,
S2039,001503617600001,"Ayhan, Sinem H.; Lehmann, Hartmut; Pelek, Selin",2025,Job creation and job destruction in Turkey,EURASIAN ECONOMIC REVIEW,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,2,,
S2040,001503711400001,"He, Huan; Zhan, Yuanzhu; Huo, Baofeng; Zhang, Yufeng; Shi, Xiaojie",2025,The impact of national centralized drug procurement policy on firm performance: Evidence from Chinese pharmaceutical firms,TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,UNSURE,title_insufficient,Y,INCL:firm-performance,2,,firm_performance
S2041,001505152600001,"Alt, Monika-Anetta; Berezvai, Zombor; Agardi, Irma",2025,Sustainable Development Goal-Related Innovations and Financial Performance: Evidence From European Grocery Retailers,CORPORATE SOCIAL RESPONSIBILITY AND ENVIRONMENTAL MANAGEMENT,UNSURE,title_insufficient,UNSURE,WEAK-INCL:financial-perf,,,financial_perf
S2042,001505297500001,"Crescenzi, Riccardo; Ganau, Roberto",2025,"When the rain comes, don't stay at home! Regional innovation and FDI in the aftermath of the Great Recession",REGIONAL STUDIES,UNSURE,title_insufficient,Y,INCL:FDI,,FDI,
S2043,001506635200001,"Gao, Jingyi; Ren, Yuanming; Zhan, Xinyu",2025,Outward foreign direct investment and pollution: Evidence from China,INTERNATIONAL REVIEW OF FINANCIAL ANALYSIS,UNSURE,title_insufficient,Y,INCL:FDI,2,FDI,
S2045,001508114700001,"Kautish, Pradeep; Sarangi, Subrat; Lan, Sai; Mehrotra, Ankit; Simillidou, Aspasia",2025,"Integrating SMEs market and technology orientation: an exploration of digital technological opportunism, agility, future focus and performance",INTERNATIONAL MARKETING REVIEW,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
S2047,001509010800020,"Liu, Xinrui; Mayer, Michael; Dimov, Dimo",2025,Returnee entrepreneurs' international experience: Effects on entrepreneurial orientation and speed of internationalization,INTERNATIONAL BUSINESS REVIEW,UNSURE,title_insufficient,Y,INCL:internationalization,,other,
S2048,001509010800005,"Wright, Joanne; Fiedler, Antje; Fath, Benjamin P.",2025,Breaking trust? International partnership exit and learning about opportunities,INTERNATIONAL BUSINESS REVIEW,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
S2051,001513814000006,"Bataineh, Mohammad Jamal; Sanchez-Sellero, Pedro",2025,"Export intensity, intellectual property and technology development as drivers for green innovations",EUROPEAN JOURNAL OF INTERNATIONAL MANAGEMENT,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,export_ratio,
S2054,001521553100001,"Chen, Stephen; Zhang, Jintao; Tan, Hao",2025,Comparing the Effects of Internationalization on CSR in Service and Non-Service MNEs,MANAGEMENT INTERNATIONAL REVIEW,UNSURE,title_insufficient,Y,INCL:internationalization,,other,
S2056,001522618600001,"Anuvinda, Anuvinda; Valiyattoor, Vipin",2025,The nexus between total factor productivity and the backsourcing decision: evidence from India's manufacturing sector,APPLIED ECONOMICS,UNSURE,title_insufficient,UNSURE,WEAK-INCL:productivity,2,,TFP
S2057,001522932100006,"Wang, Jingbin; Liu, Xuyao; Zhu, Xuechang",2025,The Impact of Lean Inventory Management on Export Intensity,INZINERINE EKONOMIKA-ENGINEERING ECONOMICS,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,export_ratio,
S2059,001523636000001,"Popli, Manish; Raithatha, Mehul; Gaur, Ajai",2025,"Speed of Institutional Reforms, Competitive Dynamics, and Cross-border Acquisitions: Evidence from Emerging Economies",BRITISH JOURNAL OF MANAGEMENT,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,2,,
S2060,001523921300001,"Bose, Tarun Kanti; Orni, Sadia Akbor; Moser, Roger",2025,Transaction Cost and Performance of Born Globals: The Role of Transaction Cost Institutionalism: An Emerging Economy Context,THUNDERBIRD INTERNATIONAL BUSINESS REVIEW,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,2,,
S2063,001526948300001,"Lee, Jong Min",2025,Rethinking the performance implication of regional diversification: The interplay between intra-and inter-regional diversification,JOURNAL OF BUSINESS RESEARCH,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
S2064,001528564200007,"Liu, Haiyue; Xia, Xin; Wang, Yuhan",2025,Peer Effects of Interlocking Boards on Outward Foreign Direct Investment Decisions,CHINA & WORLD ECONOMY,UNSURE,title_insufficient,Y,INCL:FDI,2,FDI,
S2070,001542535800001,"Roesch, Marcus; Gerritse, Michiel; Karreman, Bas; van Oort, Frank; Loog, Bart",2025,Do workers or firms drive the foreign acquisition wage gap?,EUROPEAN ECONOMIC REVIEW,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
S2071,001542544500010,"Kim, Yeongsu Anthony; Triana, Maria del Carmen",2025,"Women's representation on boards, diversity practices, and internationalization: Evidence from greenfield investment",INTERNATIONAL BUSINESS REVIEW,UNSURE,title_insufficient,Y,INCL:internationalization,,other,
S2072,001542544500003,"Mammadov, Avaz; Wald, Andreas",2025,"The role of SME owner-managers' leadership self-efficacy, cultural intelligence and emotional intelligence in foreign market entry mode",INTERNATIONAL BUSINESS REVIEW,UNSURE,title_insufficient,UNSURE,WEAK-INCL:entry-mode,,entry_mode,
S2073,001544839700001,"Tu, Hao; Yang, Shenggang; Dong, Minyi; Dai, Pengyi",2025,Judicial Independence and Corporate Total Factor Productivity: Evidence from provincial court centralization,ECONOMIC ANALYSIS AND POLICY,UNSURE,title_insufficient,UNSURE,WEAK-INCL:productivity,,,TFP
S2074,001549373100001,"Billinger, Simon; Bjornemalm, Rickard",2025,"Managing to compete: the Swedish state-owned banks and competition, 1960-1985",SCANDINAVIAN ECONOMIC HISTORY REVIEW,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
S2075,001552376800001,"Lin, Boqiang; Liu, Yida",2025,Navigating trade barriers: How anti-dumping and countervailing policies affect outward foreign direct investment of Chinese solar photovoltaic firms,ENERGY POLICY,UNSURE,title_insufficient,Y,INCL:FDI,2,FDI,
S2077,001555553900001,"Alsahlawi, Rawan; Fifield, Suzanne; Dunne, Theresa",2025,Determinants of risk reporting practices in Saudi Arabia: an institutional perspective,JOURNAL OF ACCOUNTING IN EMERGING ECONOMIES,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,2,,
S2079,001559658700001,"Al-Najjar, Basil; Salama, Aly; Abed, Alaa",2025,Gender and cultural diversity on boards: their impact on internationalisation,INTERNATIONAL JOURNAL OF HUMAN RESOURCE MANAGEMENT,UNSURE,title_insufficient,Y,INCL:internationalization,,other,
S2082,001563906900003,"Kim, Eunbi",2025,Political visits and foreign direct investment,JOURNAL OF BUSINESS RESEARCH,UNSURE,title_insufficient,Y,INCL:FDI,,FDI,
S2085,001571462100001,"Aissaoui, Rachida; Sipos, Norbert; Fabian, Frances",2025,A culturally contingent view of the RBV in SMES internationalization,JOURNAL OF INTERNATIONAL MANAGEMENT,UNSURE,title_insufficient,Y,INCL:internationalization,,other,
S2086,001573784500001,"Wang, Zhen",2025,How technological path of internationalization matters? A dynamic capability perspective,JOURNAL OF TECHNOLOGY TRANSFER,UNSURE,title_insufficient,Y,INCL:internationalization,,other,
S2090,001581967000001,"Malik, Faisal Saeed; Terzidis, Orestis",2025,Thriving in turbulence: resilience and strategic adaptation in global business,REVIEW OF MANAGERIAL SCIENCE,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
S2091,001582649500001,"Wang, Zhimin; Zhu, Xiaodi; Ding, Ruixin",2025,National culture's influence on firm performance in bad times: Evidence from the COVID-19 crisis and GFC☆,RESEARCH IN INTERNATIONAL BUSINESS AND FINANCE,UNSURE,title_insufficient,Y,INCL:firm-performance,,,firm_performance
S2093,001587947300001,"Carbonell Garcia, Diego; Van Klyton, Aaron; Tavera-Mesias, Juan Fernando",2025,The moderating effect of digital transformation on environmental turbulence in emerging economies-advancing business model innovation research,BENCHMARKING-AN INTERNATIONAL JOURNAL,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,2,,
S2094,001588613400001,"Zhang, Yi; Xue, Wei; Liu, Chun; Roelfsema, Hein",2025,Does internationalization trigger digital innovation?,REVIEW OF WORLD ECONOMICS,UNSURE,title_insufficient,Y,INCL:internationalization,,other,
S2097,001590748700002,"Hruby, Vojtech",2025,Entrepreneurial Orientation in the Age of Artificial Intelligence: A Study of SMEs in the Visegrad Chemical Sector,JOURNAL OF EAST EUROPEAN MANAGEMENT STUDIES,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
S2099,001597170800002,"Topaler, Basak; Khan, Hamza",2025,Signaling shaped by the context: Early-stage funding in the Turkish startup ecosystem,MANAGEMENT & MARKETING,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,2,,
S2100,001599773100001,"Gao, Qiuling; Zhang, Zhaoyi; Bao, Xinjie; Zhuang, Xiaolin; Huang, Duo",2025,International ambidexterity and innovation performance of EMNEs: the moderating role of dynamic-static resource interaction,CHINESE MANAGEMENT STUDIES,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,2,,
S2102,001606961800001,"Rehman, Saif; Rachid, Alami; Naseem, Abidi",2025,Is the grass greener on the other side? The role of Western directors strategy in Asian firms,COGENT BUSINESS & MANAGEMENT,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
S2106,001613534800001,"Uyar, Ali; Habib, Ahsan; Ranasinghe, Dinithi; Kuzey, Cemil; Karaman, Abdullah S.",2025,Internationalization and Carbon Emissions: The Moderating Roles of Internal and External Governance Mechanisms,STRATEGIC CHANGE-BRIEFINGS IN ENTREPRENEURIAL FINANCE,UNSURE,title_insufficient,Y,INCL:internationalization,,other,
S2107,001608870900001,"Teixeira, Jaime Fernandes; Oliveira, Amelia",2025,Unlocking compliance: assets impairment disclosure,INTERNATIONAL JOURNAL OF ACCOUNTING AND INFORMATION MANAGEMENT,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
S2108,001619043300001,"Lee, Jeoung Yul; Cui, Lin; Pattnaik, Chinmay; Choi, Byungchul",2025,Digital transformation and the offshore outsourcing behavior of manufacturing MNEs,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
S2110,001619600000001,"Shahbazi, Kiumars",2025,Does financial development contribute to the nonlinear relationship between innovation and export diversification?,COMPETITIVENESS REVIEW,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
S2113,001631794700001,"Liang, Zhixiang (steven); Fei, Siyu; Carney, Michael",2025,Cross-listing and foreign direct investment: an institutional arbitrage perspective on Chinese multinational enterprises,MULTINATIONAL BUSINESS REVIEW,UNSURE,title_insufficient,Y,INCL:MNE|FDI,2,FDI,
S2115,001639333500006,"Popczyk, Wojciech; Winnicka-Popczyk, Alicja; Jablonska, Zaklina",2025,Managerial psychological gender and its impact on selected corporate behaviours,INTERNATIONAL ENTREPRENEURSHIP REVIEW,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,,
S2116,001640288100001,"Nooshabadi, Javad E.; Mockaitis, Audra I.; Chugh, Richa",2025,Dark triad personality traits and born global internationalization,JOURNAL OF INTERNATIONAL MANAGEMENT,UNSURE,title_insufficient,Y,INCL:internationalization,,other,
S2117,001641713500001,"Agnihotri, Arpita; Bhattacharya, Saurabh; Vrontis, Demetris; Thrassou, Alkis",2025,DRIVERS OF DIGITAL MARKETING CAPABILITIES IN EMERGING-MARKET MULTINATIONAL ENTERPRISES,JOURNAL OF MARKETING THEORY AND PRACTICE,UNSURE,title_insufficient,Y,INCL:MNE,,other,
S2119,001639428600001,"Danta, Subal; Rath, Badri Narayan",2025,The Determinants of Information Communication Technology Adoption in the Case of Indian Manufacturing Sector,GLOBAL BUSINESS REVIEW,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,2,,
S2120,001638446400001,"Goel, Rohit; Sengupta, Swapnanil; Das, Udaibir Saran",2025,Corporate Foreign Exchange Risk in India: Firm-level Evidence and Some Policy Implications,MARGIN-JOURNAL OF APPLIED ECONOMIC RESEARCH,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,2,,
S2122,001640164700001,"Cheng, Cong; Chen, Linyi",2025,Profitability and CSR: Inconsistent performance feedback and OFDI location choices for firms in emerging countries,JOURNAL OF INTERNATIONAL MANAGEMENT,UNSURE,title_insufficient,UNSURE,WEAK-INCL:financial-perf,,,financial_perf
S2125,001648710700001,"Audretsch, David B.; Belitski, Maksim; Caiazza, Rosa; Siegel, Donald",2025,Knowledge spillovers and public investment in innovation: empirical evidence from the United Kingdom,ECONOMICS OF INNOVATION AND NEW TECHNOLOGY,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,1,,
S1515,000753077700001,"Ellimaki, Pia; Hurtado-Torres, Nuria Esther; Cordon-Pozo, Eulogio",2024,The impact of home and host country institutional development on multinationals' R&D intensity,BRQ-BUSINESS RESEARCH QUARTERLY,UNSURE,title_insufficient,Y,INCL:MNE,,other,
S1557,000797127800001,"Forte, Rosa Portela; Carvalho, Sergio",2024,Do domestic market characteristics influence firms' export intensity?,EUROMED JOURNAL OF BUSINESS,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,,export_ratio,
S1595,000822642800001,"Chen Siyue; Huang, Gengzhi; Zhang Hongou; Ye Yuyao; Wu Qitao",2024,Does China's direct investment in ASEAN have institutional preference from the perspective of investment motivation heterogeneity?,JOURNAL OF THE ASIA PACIFIC ECONOMY,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,2,,
S1654,000885066000001,"Neves, Maria Elisabete; Castanheira, Paulo; Dias, Antonio; Silva, Rui; Cancela, Beatriz",2024,Determinants factors of the performance of metallurgical companies in Northern Portugal: new evidence using panel data,EUROMED JOURNAL OF BUSINESS,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,1,,
S1668,000892403100001,"Zheng, Xian; Deng, Jiawei; Song, Xiangnan; Ye, Meng; Luo, Lan",2024,"Examining the nonlinear relationships of corporate social responsibility, innovation and construction firm performance: the moderating role of construction firms' competitive position",ENGINEERING CONSTRUCTION AND ARCHITECTURAL MANAGEMENT,UNSURE,title_insufficient,Y,INCL:firm-performance,,,firm_performance
S1669,000897900400001,"Luu, Tien Dung",2024,"Entry, speed and degree of formality for household businesses: an integrated approach",JOURNAL OF ENTREPRENEURSHIP IN EMERGING ECONOMIES,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,2,,
S1686,000919446300001,"Cieslik, Andrzej; Michalek, Jan Jakub; Szczygielski, Krzysztof",2024,Direct Versus Indirect Exports in Post-Communist Europe and Central Asia: The Role of Innovation Activities and Internationalization,EASTERN EUROPEAN ECONOMICS,UNSURE,title_insufficient,Y,INCL:internationalization,3,other,
S1696,000927704800001,"Rauf, Abdul; Bao, Yongwen",2024,Assessing the effect of domestic and foreign R&D on export: empirical evidence from China,INTERNATIONAL JOURNAL OF EMERGING MARKETS,UNSURE,title_insufficient,UNSURE,NO-CLEAR-SIGNAL,2,,
S1707,000950467000001,"You, Hui Wei; Brahmana, Rayenda Khresna",2024,The role of digital orientation in moderating the relationship between innovation and internationalization,INTERNATIONAL JOURNAL OF EMERGING MARKETS,UNSURE,title_insufficient,Y,INCL:internationalization,2,other,
