"term","b","se","t","p","ci_lo","ci_hi","n","r2","sample","model"
"FSTSc",-1.12892195237762,0.683628087490368,-1.65136859212725,0.0995305071786686,-2.46883300385874,0.210989099103505,370,0.240155810384466,"VNM2009_exp","M4"
"FSTScsq",0.632285742174436,0.901275062422543,0.701545808307301,0.483413216151263,-1.13421338017375,2.39878486452262,370,0.240155810384466,"VNM2009_exp","M4"
"TCI",1.32354151837743,0.280960344128965,4.71077696918647,3.52313942788113e-06,0.772859243884663,1.87422379287021,370,0.240155810384466,"VNM2009_exp","M4"
"lnEmp",-0.348774012627569,0.0545647266589403,-6.39193182085561,5.04903100377005e-10,-0.455720876879092,-0.241827148376046,370,0.240155810384466,"VNM2009_exp","M4"
"firmage",-0.176224881041239,0.195592060138236,-0.900981772556062,0.368197027765925,-0.559585318912181,0.207135556829702,370,0.240155810384466,"VNM2009_exp","M4"
"foreign",0.533197774958351,0.150470055181079,3.54354741424591,0.000446484584391754,0.238276466803436,0.828119083113266,370,0.240155810384466,"VNM2009_exp","M4"
"FSTSc:TCI",-0.696041986712687,0.480151516207672,-1.4496298839378,0.148027529641799,-1.63713895847972,0.245054985054351,370,0.240155810384466,"VNM2009_exp","M4"
"(Intercept)",21.4376828558363,0.5400014023124,39.6993096018559,2.49318394567253e-116,20.379280107304,22.4960856043687,283,0.119940314480903,"VNM2015_exp","M2"
"FSTSc",1.20939596759097,0.591100755743253,2.04600646478665,0.0416999169388586,0.0508384863341969,2.36795344884775,283,0.119940314480903,"VNM2015_exp","M2"
"FSTScsq",-2.91168300834846,0.805285763132926,-3.61571400073024,0.000355760523588181,-4.49004310408899,-1.33332291260792,283,0.119940314480903,"VNM2015_exp","M2"
"lnEmp",-0.122778966993642,0.0510640697832991,-2.40441013641646,0.0168552364325138,-0.222864543768908,-0.0226933902183756,283,0.119940314480903,"VNM2015_exp","M2"
"firmage",-0.355610488429892,0.226433271610018,-1.57048690725254,0.117443425219152,-0.799419700785527,0.0881987239257443,283,0.119940314480903,"VNM2015_exp","M2"
"foreign",0.159667228312308,0.195513865523921,0.816654245387897,0.414827820442966,-0.223539948114576,0.542874404739192,283,0.119940314480903,"VNM2015_exp","M2"
"(Intercept)",21.5019586430875,0.562202666597972,38.245920769464,4.2556863113975e-112,20.4000414165554,22.6038758696195,283,0.120630748936421,"VNM2015_exp","M4"
