"sample","tp_fsts","tp_pct","b1_fstsc","b2_fstssq","z_paternoster_lin","p_paternoster_lin","z_paternoster_sq","p_paternoster_sq"
"VNM_pooled_M2",0.345116150644867,34.5116150644866,0.661140203559133,-2.15176583915822,-2.46658624066305,0.0136407876271647,2.31162197656288,0.0207985244724746
