economy,year,lp,fsts,tci,dai,lnsize,tci_z,dai_z,fc,fc2
Fiji,2025,12.110762465725848,0.0,0.0,0.0,2.3978952727983707,-0.532015902330636,-0.8425683184703314,-0.062218162839248435,0.003871099787091235
Fiji,2025,11.80060753742201,0.0,0.0,1.0,1.791759469228055,-0.532015902330636,1.186329104554967,-0.062218162839248435,0.003871099787091235
Fiji,2025,12.104976528658804,0.0,0.5,1.0,5.560681631015528,1.0152293123286167,1.186329104554967,-0.062218162839248435,0.003871099787091235
Fiji,2025,9.210340371976184,0.0,0.0,1.0,2.302585092994046,-0.532015902330636,1.186329104554967,-0.062218162839248435,0.003871099787091235
Fiji,2025,9.104979856318357,0.0,0.0,1.0,2.302585092994046,-0.532015902330636,1.186329104554967,-0.062218162839248435,0.003871099787091235
Fiji,2025,10.722820462274221,0.0,0.0,1.0,1.9459101490553132,-0.532015902330636,1.186329104554967,-0.062218162839248435,0.003871099787091235
Fiji,2025,9.721165995742174,0.02,0.5,1.0,2.4849066497880004,1.0152293123286167,1.186329104554967,-0.04221816283924844,0.0017823732735212977
Fiji,2025,11.15292273093882,0.0,0.0,1.0,3.7612001156935624,-0.532015902330636,1.186329104554967,-0.062218162839248435,0.003871099787091235
Fiji,2025,11.107460356862065,0.0,0.5,0.0,2.70805020110221,1.0152293123286167,-0.8425683184703314,-0.062218162839248435,0.003871099787091235
Fiji,2025,9.210340371976184,0.0,0.0,0.0,1.6094379124341003,-0.532015902330636,-0.8425683184703314,-0.062218162839248435,0.003871099787091235
Fiji,2025,10.578616227593395,0.0,0.5,1.0,3.332204510175204,1.0152293123286167,1.186329104554967,-0.062218162839248435,0.003871099787091235
Fiji,2025,10.80088084730582,0.5,0.5,1.0,1.9459101490553132,1.0152293123286167,1.186329104554967,0.4377818371607516,0.19165293694784283
Fiji,2025,12.333906017040059,0.1,0.0,0.0,3.091042453358316,-0.532015902330636,-0.8425683184703314,0.03778183716075157,0.0014274672192415483
