economy,year,lp_z,fsts,fsts_c,fsts_c2,fdi10,ln_age,tci_z,dai
Vanuatu,2009,0.46622756814858757,0.85,0.7962689655172414,0.6340442654458978,1.0,1.791759469228055,-0.6087999364630081,1.0
Vanuatu,2009,0.26588762166283725,0.0,-0.05373103448275862,0.002887024066587396,0.0,0.6931471805599453,-0.6087999364630081,1.0
Vanuatu,2009,1.405835692975553,0.0,-0.05373103448275862,0.002887024066587396,0.0,3.295836866004329,-0.6087999364630081,0.0
Vanuatu,2009,-0.9244223200050175,0.0,-0.05373103448275862,0.002887024066587396,0.0,3.5263605246161616,-0.6087999364630081,0.0
Vanuatu,2009,0.7544820550893837,0.0,-0.05373103448275862,0.002887024066587396,0.0,3.1354942159291497,1.629435124062757,0.0
Vanuatu,2009,-0.12168999931387678,0.0,-0.05373103448275862,0.002887024066587396,0.0,2.995732273553991,-0.6087999364630081,0.0
Vanuatu,2009,-0.6109426423285297,0.0,-0.05373103448275862,0.002887024066587396,1.0,3.091042453358316,1.629435124062757,0.0
Vanuatu,2009,1.022401321963665,0.0,-0.05373103448275862,0.002887024066587396,0.0,3.295836866004329,1.629435124062757,0.0
Vanuatu,2009,-0.255707475220424,0.0,-0.05373103448275862,0.002887024066587396,1.0,1.6094379124341003,1.629435124062757,0.0
Vanuatu,2009,0.14923135265471424,0.0,-0.05373103448275862,0.002887024066587396,1.0,2.995732273553991,-0.6087999364630081,0.0
Vanuatu,2009,-0.43971764317050877,0.0,-0.05373103448275862,0.002887024066587396,0.0,3.6109179126442243,,0.0
Vanuatu,2009,-1.7100100134098828,0.0,-0.05373103448275862,0.002887024066587396,0.0,1.3862943611198906,-0.6087999364630081,0.0
Vanuatu,2009,0.4962173046765692,0.0,-0.05373103448275862,0.002887024066587396,0.0,2.70805020110221,-0.6087999364630081,0.0
Vanuatu,2009,0.36003146867625396,0.0,-0.05373103448275862,0.002887024066587396,0.0,3.044522437723423,-0.6087999364630081,0.0
Vanuatu,2009,1.515949267124278,0.0,-0.05373103448275862,0.002887024066587396,0.0,3.6888794541139363,-0.6087999364630081,0.0
Vanuatu,2009,-0.03935485340173088,0.0,-0.05373103448275862,0.002887024066587396,1.0,1.6094379124341003,-0.6087999364630081,1.0
Vanuatu,2009,-1.0981885441895962,0.0,-0.05373103448275862,0.002887024066587396,1.0,2.4849066497880004,-0.6087999364630081,1.0
Vanuatu,2009,0.8874681026331737,0.0,-0.05373103448275862,0.002887024066587396,0.0,3.912023005428146,-0.6087999364630081,0.0
Vanuatu,2009,0.21875325784858016,0.0,-0.05373103448275862,0.002887024066587396,0.0,3.4339872044851463,1.629435124062757,0.0
Vanuatu,2009,-1.6614885561339745,0.0,-0.05373103448275862,0.002887024066587396,0.0,2.9444389791664403,-0.6087999364630081,0.0
Vanuatu,2009,-1.0113054320973076,0.0,-0.05373103448275862,0.002887024066587396,0.0,1.9459101490553132,-0.6087999364630081,0.0
Vanuatu,2009,0.33911077576280974,0.0,-0.05373103448275862,0.002887024066587396,1.0,2.833213344056216,-0.6087999364630081,0.0
