"sample","tp_fsts","tp_pct","b1_fstsc","b2_fstssq","lm_verdict","fsts_min","fsts_max"
"SGP2023_full_M2",0.763744296618465,76.3744296618465,3.64190018805248,-2.6302307282227,TRUE,0,1
