model,K_effects,k_studies,z_pooled,r_pooled,r_ci_lo,r_ci_hi,pval,sigma2_study,sigma2_effect,I2_total,I2_between,I2_within,Q_total,Q_df,Q_pval
Baseline three-level,288,238,0.0743,0.074,0.06,0.088,0,0.00135,0.00874,87.8,11.8,76.1,1909.42,287,0
