country,year,icrv_group,icrv_label,cy_fe,ln_labor_prod,ln_size,fsts,exporter,tci_full_raw,tci_thin_raw,tci_z,tci_thin_z,dai_rich_raw,dai_thin_raw,dai_z,dai_thin_z,mgr_experience,mgr_female,firm_age,foreign_own_pct,female_owner
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,,4.248495242049359,0.02,1.0,0.5,0.5,0.61282946543714,0.6352761841582654,1.0,1.0,0.8519895800978436,1.6260655733515932,1,,2,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,17.341871082580436,6.214608098422191,1.0,1.0,0.5,0.5,0.61282946543714,0.6352761841582654,1.0,0.5,0.8519895800978436,0.30546407762734235,3,,2,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,19.80697510507225,2.995732273553991,0.2,1.0,0.5,0.5,0.61282946543714,0.6352761841582654,1.0,0.5,0.8519895800978436,0.30546407762734235,3,,2,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,18.158316479484878,6.476972362889683,0.0,0.0,0.0,0.0,-0.9345551682258427,-0.7506042420676701,1.0,0.5,0.8519895800978436,0.30546407762734235,3,,2,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,21.161307115489187,5.017279836814924,0.0,0.0,0.0,0.0,-0.9345551682258427,-0.7506042420676701,0.0,0.0,-1.6156864037525376,-1.0151374180969084,3,,1,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,,2.079441541679836,1.0,1.0,0.0,0.0,-0.9345551682258427,-0.7506042420676701,1.0,0.5,0.8519895800978436,0.30546407762734235,3,,2,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,20.3832285341607,5.638354669333745,0.05,1.0,1.0,1.0,2.1602140991001226,2.0211566103842005,1.0,1.0,0.8519895800978436,1.6260655733515932,3,,2,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,20.72326583694641,3.912023005428146,0.0,0.0,0.5,0.5,0.61282946543714,0.6352761841582654,0.0,0.0,-1.6156864037525376,-1.0151374180969084,2,,2,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,21.493374058642484,3.912023005428146,0.2,1.0,0.5,0.5,0.61282946543714,0.6352761841582654,1.0,0.5,0.8519895800978436,0.30546407762734235,2,,2,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,21.234091460712403,3.4011973816621555,0.0,0.0,0.0,0.0,-0.9345551682258427,-0.7506042420676701,0.0,0.0,-1.6156864037525376,-1.0151374180969084,1,,2,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,18.397423881788097,4.465908118654584,0.0,0.0,0.5,0.5,0.61282946543714,0.6352761841582654,0.0,0.5,-1.6156864037525376,0.30546407762734235,3,,2,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,20.34179623439446,5.857933154483459,0.0,0.0,0.5,0.5,0.61282946543714,0.6352761841582654,0.0,0.0,-1.6156864037525376,-1.0151374180969084,3,,2,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,22.8079384280438,5.655991810819852,0.8,1.0,0.5,0.5,0.61282946543714,0.6352761841582654,0.0,0.0,-1.6156864037525376,-1.0151374180969084,3,,2,10.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,18.720785336402702,5.298317366548036,0.01,1.0,0.0,0.0,-0.9345551682258427,-0.7506042420676701,1.0,0.5,0.8519895800978436,0.30546407762734235,3,,2,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,19.54914599577016,7.003065458786462,0.03,1.0,0.5,0.5,0.61282946543714,0.6352761841582654,1.0,0.5,0.8519895800978436,0.30546407762734235,3,,1,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,19.85366221904491,4.219507705176107,0.1,1.0,0.5,0.5,0.61282946543714,0.6352761841582654,1.0,0.5,0.8519895800978436,0.30546407762734235,2,,1,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,20.65427296545946,5.703782474656201,0.0,0.0,0.5,0.5,0.61282946543714,0.6352761841582654,1.0,1.0,0.8519895800978436,1.6260655733515932,2,,1,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,21.37241268824392,5.017279836814924,0.4,1.0,0.0,0.0,-0.9345551682258427,-0.7506042420676701,0.0,0.0,-1.6156864037525376,-1.0151374180969084,1,,1,100.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,19.11382792451231,2.302585092994046,0.0,0.0,1.0,1.0,2.1602140991001226,2.0211566103842005,1.0,1.0,0.8519895800978436,1.6260655733515932,2,,2,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,19.80697510507225,4.0943445622221,0.0,0.0,0.5,0.5,0.61282946543714,0.6352761841582654,0.0,0.5,-1.6156864037525376,0.30546407762734235,2,,2,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,19.81441008355977,4.204692619390966,0.0,0.0,0.5,0.5,0.61282946543714,0.6352761841582654,0.0,0.0,-1.6156864037525376,-1.0151374180969084,2,,2,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,19.98929666186621,4.8283137373023015,0.0,0.0,1.0,1.0,2.1602140991001226,2.0211566103842005,1.0,1.0,0.8519895800978436,1.6260655733515932,3,,2,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,21.46042990292313,5.991464547107982,0.1,1.0,0.5,0.5,0.61282946543714,0.6352761841582654,1.0,0.5,0.8519895800978436,0.30546407762734235,3,,1,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,,4.624972813284271,0.3,1.0,1.0,1.0,2.1602140991001226,2.0211566103842005,1.0,1.0,0.8519895800978436,1.6260655733515932,2,,2,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,19.11382792451231,5.298317366548036,0.0,0.0,0.5,0.5,0.61282946543714,0.6352761841582654,1.0,0.5,0.8519895800978436,0.30546407762734235,3,,2,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,19.04928940337474,4.382026634673881,0.0,0.0,0.0,0.0,-0.9345551682258427,-0.7506042420676701,1.0,0.5,0.8519895800978436,0.30546407762734235,3,,2,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,19.599335740294013,2.4849066497880004,0.0,0.0,0.0,0.0,-0.9345551682258427,-0.7506042420676701,0.0,0.0,-1.6156864037525376,-1.0151374180969084,1,,2,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,19.11382792451231,2.995732273553991,0.0,0.0,0.0,0.0,-0.9345551682258427,-0.7506042420676701,0.0,0.0,-1.6156864037525376,-1.0151374180969084,3,,2,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,20.223868909004043,4.976733742420574,0.0,0.0,0.5,0.5,0.61282946543714,0.6352761841582654,1.0,0.5,0.8519895800978436,0.30546407762734235,3,,2,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,17.269550421000808,5.3706380281276624,1.0,1.0,0.0,0.0,-0.9345551682258427,-0.7506042420676701,0.0,0.0,-1.6156864037525376,-1.0151374180969084,3,,2,18.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,16.62892127472431,7.649692623711514,1.0,1.0,0.5,0.5,0.61282946543714,0.6352761841582654,1.0,1.0,0.8519895800978436,1.6260655733515932,3,,2,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,17.47907220409392,5.298317366548036,1.0,1.0,0.0,0.0,-0.9345551682258427,-0.7506042420676701,0.0,0.0,-1.6156864037525376,-1.0151374180969084,3,,2,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,20.013769518384937,5.220355825078324,0.0,0.0,0.0,0.0,-0.9345551682258427,-0.7506042420676701,0.0,0.0,-1.6156864037525376,-1.0151374180969084,3,,2,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,21.12873094505457,2.302585092994046,0.15,1.0,0.0,0.0,-0.9345551682258427,-0.7506042420676701,0.0,0.0,-1.6156864037525376,-1.0151374180969084,1,,2,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,19.41920957406349,2.6390573296152584,1.0,1.0,0.0,0.0,-0.9345551682258427,-0.7506042420676701,0.0,0.0,-1.6156864037525376,-1.0151374180969084,2,,2,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,21.12873094505457,2.995732273553991,0.0,0.0,0.0,0.0,-0.9345551682258427,-0.7506042420676701,1.0,1.0,0.8519895800978436,1.6260655733515932,2,,2,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,18.93150636771836,4.499809670330265,0.25,1.0,0.0,0.0,-0.9345551682258427,-0.7506042420676701,1.0,0.5,0.8519895800978436,0.30546407762734235,2,,2,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,18.298078421860037,2.5649493574615367,0.0,0.0,0.0,0.0,-0.9345551682258427,-0.7506042420676701,0.0,0.0,-1.6156864037525376,-1.0151374180969084,1,,2,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,20.46090157247892,4.867534450455582,0.0,0.0,0.0,0.0,-0.9345551682258427,-0.7506042420676701,0.0,0.0,-1.6156864037525376,-1.0151374180969084,3,,2,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,19.32193359846198,4.897839799950911,0.0,0.0,0.5,0.5,0.61282946543714,0.6352761841582654,1.0,0.5,0.8519895800978436,0.30546407762734235,2,,2,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,20.184269336213724,3.4011973816621555,0.8,1.0,0.0,0.0,-0.9345551682258427,-0.7506042420676701,0.0,0.0,-1.6156864037525376,-1.0151374180969084,2,,2,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,20.26373350756797,5.247024072160486,0.0,0.0,0.0,0.0,-0.9345551682258427,-0.7506042420676701,1.0,0.5,0.8519895800978436,0.30546407762734235,3,,2,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,20.64689285816184,4.219507705176107,0.01,1.0,0.5,0.5,0.61282946543714,0.6352761841582654,0.0,0.0,-1.6156864037525376,-1.0151374180969084,3,,2,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,19.432281655630845,4.787491742782046,0.6,1.0,0.0,0.0,-0.9345551682258427,-0.7506042420676701,1.0,0.5,0.8519895800978436,0.30546407762734235,3,,2,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,19.705574990630527,6.551080335043404,0.0,0.0,1.0,1.0,2.1602140991001226,2.0211566103842005,1.0,1.0,0.8519895800978436,1.6260655733515932,3,,2,8.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,21.83414821820633,3.295836866004329,0.0,0.0,0.0,0.0,-0.9345551682258427,-0.7506042420676701,0.0,0.0,-1.6156864037525376,-1.0151374180969084,2,,2,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,20.01176951771827,4.700480365792417,0.9,1.0,0.5,0.5,0.61282946543714,0.6352761841582654,1.0,0.5,0.8519895800978436,0.30546407762734235,3,,2,55.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,20.78780435808398,5.41610040220442,0.0,0.0,0.5,0.5,0.61282946543714,0.6352761841582654,1.0,0.5,0.8519895800978436,0.30546407762734235,3,,2,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,21.00197923941543,5.634789603169249,0.0,0.0,0.5,0.5,0.61282946543714,0.6352761841582654,1.0,0.5,0.8519895800978436,0.30546407762734235,3,,2,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,,4.787491742782046,0.95,1.0,0.0,0.0,-0.9345551682258427,-0.7506042420676701,1.0,0.5,0.8519895800978436,0.30546407762734235,3,,1,100.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,18.639162282160765,6.756932389247553,0.84,1.0,0.5,0.5,0.61282946543714,0.6352761841582654,0.0,0.0,-1.6156864037525376,-1.0151374180969084,3,,2,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,19.11382792451231,7.090076835776092,1.0,1.0,0.0,0.0,-0.9345551682258427,-0.7506042420676701,1.0,0.5,0.8519895800978436,0.30546407762734235,3,,2,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,18.959677244685054,6.551080335043404,0.5,1.0,0.0,0.0,-0.9345551682258427,-0.7506042420676701,0.0,0.0,-1.6156864037525376,-1.0151374180969084,3,,2,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,18.420680743952367,3.688879454113936,0.0,0.0,0.0,0.0,-0.9345551682258427,-0.7506042420676701,0.0,0.0,-1.6156864037525376,-1.0151374180969084,1,,2,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,21.41641301750636,5.010635294096256,0.01,1.0,0.0,0.0,-0.9345551682258427,-0.7506042420676701,0.0,0.0,-1.6156864037525376,-1.0151374180969084,3,,2,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,18.69958186144464,5.811140992976701,0.0,0.0,0.5,0.5,0.61282946543714,0.6352761841582654,0.0,0.0,-1.6156864037525376,-1.0151374180969084,3,,2,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,18.430937244119555,6.184148890937483,0.0,0.0,0.5,0.5,0.61282946543714,0.6352761841582654,1.0,0.5,0.8519895800978436,0.30546407762734235,3,,2,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,19.1509634055938,5.765191102784844,1.0,1.0,0.5,0.5,0.61282946543714,0.6352761841582654,1.0,0.5,0.8519895800978436,0.30546407762734235,3,,2,2.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,20.33607277362569,4.8283137373023015,0.62,1.0,1.0,1.0,2.1602140991001226,2.0211566103842005,0.0,0.5,-1.6156864037525376,0.30546407762734235,2,,2,70.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,19.383491491461413,5.3471075307174685,0.1,1.0,0.5,0.5,0.61282946543714,0.6352761841582654,1.0,0.5,0.8519895800978436,0.30546407762734235,3,,2,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,18.44885162091906,3.555348061489413,0.0,0.0,0.0,0.0,-0.9345551682258427,-0.7506042420676701,0.0,0.0,-1.6156864037525376,-1.0151374180969084,2,,2,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,18.845563937917632,4.442651256490317,0.3,1.0,0.0,0.0,-0.9345551682258427,-0.7506042420676701,0.0,0.0,-1.6156864037525376,-1.0151374180969084,2,,2,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,,6.214608098422191,0.7,1.0,0.0,0.0,-0.9345551682258427,-0.7506042420676701,1.0,0.5,0.8519895800978436,0.30546407762734235,3,,1,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,17.622173047734595,5.991464547107982,1.0,1.0,0.5,0.5,0.61282946543714,0.6352761841582654,1.0,0.5,0.8519895800978436,0.30546407762734235,3,,2,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,17.532472980821037,5.755742213586912,0.8,1.0,0.0,0.0,-0.9345551682258427,-0.7506042420676701,0.0,0.0,-1.6156864037525376,-1.0151374180969084,3,,2,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,17.121397759822106,5.393627546352362,1.0,1.0,0.0,0.0,-0.9345551682258427,-0.7506042420676701,0.0,0.0,-1.6156864037525376,-1.0151374180969084,3,,2,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,22.243091590690824,1.9459101490553128,1.0,1.0,0.0,0.0,-0.9345551682258427,-0.7506042420676701,0.0,0.0,-1.6156864037525376,-1.0151374180969084,3,,2,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,17.22088331103691,5.476463551931511,1.0,1.0,0.5,0.5,0.61282946543714,0.6352761841582654,0.0,0.0,-1.6156864037525376,-1.0151374180969084,3,,2,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,17.50439001207821,5.991464547107982,1.0,1.0,0.0,0.0,-0.9345551682258427,-0.7506042420676701,0.0,0.0,-1.6156864037525376,-1.0151374180969084,3,,2,100.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,16.2984192050896,7.4205789054108,1.0,1.0,0.0,0.0,-0.9345551682258427,-0.7506042420676701,0.0,0.0,-1.6156864037525376,-1.0151374180969084,3,,2,100.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,17.63175660799865,3.4011973816621555,0.05,1.0,1.0,1.0,2.1602140991001226,2.0211566103842005,0.0,0.0,-1.6156864037525376,-1.0151374180969084,3,,1,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,17.50439001207821,6.907755278982137,1.0,1.0,0.0,0.0,-0.9345551682258427,-0.7506042420676701,0.0,0.0,-1.6156864037525376,-1.0151374180969084,3,,1,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,18.446656230355625,3.6375861597263857,0.2,1.0,0.0,0.0,-0.9345551682258427,-0.7506042420676701,1.0,0.5,0.8519895800978436,0.30546407762734235,2,,2,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,17.64415195445337,6.214608098422191,0.8,1.0,0.0,0.0,-0.9345551682258427,-0.7506042420676701,0.0,0.0,-1.6156864037525376,-1.0151374180969084,3,,2,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,20.638708448918347,5.220355825078324,0.0,0.0,0.0,0.0,-0.9345551682258427,-0.7506042420676701,0.0,0.0,-1.6156864037525376,-1.0151374180969084,3,,1,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,19.33697147582652,5.298317366548036,0.05,1.0,0.0,0.0,-0.9345551682258427,-0.7506042420676701,0.0,0.0,-1.6156864037525376,-1.0151374180969084,3,,2,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,21.00490559494223,6.721425700790643,0.02,1.0,0.5,0.5,0.61282946543714,0.6352761841582654,1.0,0.5,0.8519895800978436,0.30546407762734235,3,,2,20.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,19.887017812745796,4.0943445622221,0.2,1.0,0.0,0.0,-0.9345551682258427,-0.7506042420676701,0.0,0.0,-1.6156864037525376,-1.0151374180969084,2,,2,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,18.936146747274854,3.7612001156935615,0.0,0.0,0.5,0.5,0.61282946543714,0.6352761841582654,0.0,0.0,-1.6156864037525376,-1.0151374180969084,2,,2,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,20.97919921108361,5.480638923341991,0.12,1.0,0.0,0.0,-0.9345551682258427,-0.7506042420676701,1.0,0.5,0.8519895800978436,0.30546407762734235,3,,1,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,21.15823132959788,7.233455418621439,0.0,0.0,1.0,1.0,2.1602140991001226,2.0211566103842005,1.0,1.0,0.8519895800978436,1.6260655733515932,3,,2,70.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,19.978825361998915,3.688879454113936,1.0,1.0,0.0,0.0,-0.9345551682258427,-0.7506042420676701,0.0,0.0,-1.6156864037525376,-1.0151374180969084,2,,2,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,18.56378158759304,3.258096538021482,0.3,1.0,0.0,0.0,-0.9345551682258427,-0.7506042420676701,0.0,0.0,-1.6156864037525376,-1.0151374180969084,2,,2,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,19.23161096016869,4.787491742782046,0.0,0.0,0.5,0.5,0.61282946543714,0.6352761841582654,1.0,0.5,0.8519895800978436,0.30546407762734235,2,,2,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,20.72326583694641,3.4011973816621555,0.1,1.0,0.0,0.0,-0.9345551682258427,-0.7506042420676701,1.0,0.5,0.8519895800978436,0.30546407762734235,2,,2,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,18.554212136576886,3.555348061489413,0.2,1.0,0.0,0.0,-0.9345551682258427,-0.7506042420676701,0.0,0.0,-1.6156864037525376,-1.0151374180969084,2,,2,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,19.060427147785195,2.70805020110221,0.2,1.0,0.0,0.0,-0.9345551682258427,-0.7506042420676701,0.0,0.0,-1.6156864037525376,-1.0151374180969084,1,,2,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,20.030118656386467,5.19295685089021,0.02,1.0,1.0,1.0,2.1602140991001226,2.0211566103842005,0.0,0.5,-1.6156864037525376,0.30546407762734235,3,,2,0.0,
Vietnam,2009,4,Lower_mid_transition,Vietnam_2009,18.60300230074632,5.010635294096256,0.0,0.0,0.5,0.5,0.61282946543714,0.6352761841582654,1.0,0.5,0.8519895800978436,0.30546407762734235,3,,2,0.0,
