"term","b","se","t","p","ci_lo","ci_hi","n","r2","sample","model"
"FSTScsq",-0.988891213804106,0.364263215415394,-2.71477100062494,0.00667471604589866,-1.70284711601828,-0.274935311589934,2684,0.0479562534804782,"CHN2012","M3"
"TCI",0.457547789149616,0.0722753426108156,6.33062082615637,2.85362123145918e-10,0.315888117632418,0.599207460666815,2684,0.0479562534804782,"CHN2012","M3"
"lnEmp",-0.136127663740332,0.0210211506773111,-6.47574749022944,1.11851530817019e-10,-0.177329119067862,-0.0949262084128026,2684,0.0479562534804782,"CHN2012","M3"
"firmage",-0.455511403855142,0.0757344968373108,-6.01458282390982,2.04928156055055e-09,-0.603951017656271,-0.307071790054013,2684,0.0479562534804782,"CHN2012","M3"
"foreign",0.0615935264126929,0.0886495487249969,0.694797969065409,0.487242218643318,-0.112159589088301,0.235346641913687,2684,0.0479562534804782,"CHN2012","M3"
"(Intercept)",13.7689764498878,0.196701425763535,69.9993728893466,0,13.3834416553913,14.1545112443844,2684,0.0480837458230551,"CHN2012","M4"
"FSTSc",0.623974336022986,0.291517818151077,2.14043292441087,0.0324099393006439,0.0525994124468752,1.1953492595991,2684,0.0480837458230551,"CHN2012","M4"
"FSTScsq",-0.960737504698086,0.368141394226184,-2.60969703425368,0.00911274344125653,-1.68229463738141,-0.239180372014765,2684,0.0480837458230551,"CHN2012","M4"
"TCI",0.4563471407124,0.0723048867578482,6.31142874534502,3.22531693261109e-10,0.314629562667017,0.598064718757782,2684,0.0480837458230551,"CHN2012","M4"
"lnEmp",-0.135819988536677,0.0209629570453561,-6.4790472185204,1.09476713616216e-10,-0.176907384345575,-0.0947325927277792,2684,0.0480837458230551,"CHN2012","M4"
"firmage",-0.455016546360877,0.0756611870535891,-6.01387004460555,2.05829379177811e-09,-0.603312472985912,-0.306720619735842,2684,0.0480837458230551,"CHN2012","M4"
"foreign",0.0602022577026931,0.0888676013893709,0.677437634880214,0.498186888113474,-0.113978241020474,0.23438275642586,2684,0.0480837458230551,"CHN2012","M4"
"FSTSc:TCI",0.164570945880065,0.273223327140201,0.602331241635225,0.547004702069271,-0.37094677531473,0.70008866707486,2684,0.0480837458230551,"CHN2012","M4"
"(Intercept)",13.8376438582664,0.197714556653232,69.987987189714,0,13.450123327226,14.2251643893067,2684,0.0494225124039792,"CHN2012","M5"
"FSTSc",1.41530693546709,0.44562241426145,3.17602277213264,0.00151008560300375,0.541887003514646,2.28872686741953,2684,0.0494225124039792,"CHN2012","M5"
"FSTScsq",-2.16785909583489,0.626253216147961,-3.46163347338834,0.000545327275735637,-3.39531539948489,-0.940402792184885,2684,0.0494225124039792,"CHN2012","M5"
"TCI",0.331822659008962,0.0939887945854841,3.53044913994683,0.000421858991580414,0.147604621621413,0.516040696396511,2684,0.0494225124039792,"CHN2012","M5"
"lnEmp",-0.135095010724758,0.0209985926150113,-6.43352691304572,1.47200661256361e-10,-0.176252252250181,-0.0939377691993363,2684,0.0494225124039792,"CHN2012","M5"
"firmage",-0.452417404597152,0.0756002546690972,-5.98433704459577,2.46295073595032e-09,-0.600593903748583,-0.304240905445722,2684,0.0494225124039792,"CHN2012","M5"
"foreign",0.065008812513321,0.0888101144393331,0.731997846458457,0.464234006536279,-0.109059011787772,0.239076636814414,2684,0.0494225124039792,"CHN2012","M5"
"FSTSc:TCI",-1.20492938196142,0.741535698777483,-1.62491082215988,0.104299367934103,-2.65833935156529,0.248480587642446,2684,0.0494225124039792,"CHN2012","M5"
"FSTScsq:TCI",2.14602862193048,1.09385594022563,1.96189328321224,0.0498784584732979,0.00207097908823695,4.28998626477272,2684,0.0494225124039792,"CHN2012","M5"
