"sample","tp_fsts","tp_pct","b1","b2","z_paternoster_lin","p_paternoster_lin","z_paternoster_sq","p_paternoster_sq"
"CHN2012_M2",0.476465399566847,47.6465399566847,0.943731810913173,-1.28387735288646,-0.213043624821813,0.831292935972747,0.0962423690978846,0.92332808130063
"CHN2024_M2",0.47521373593936,47.521373593936,1.0333261723157,-1.34404661020249,NA,NA,NA,NA
"CHNpooled_M2",0.475789596842308,47.5789596842308,0.936071001505331,-1.24985089171598,NA,NA,NA,NA
